WKT,fid,full_id,osm_id,osm_type,golf,type,lie,layer,hole_ref,path
"MULTIPOLYGON (((15.300933870324425 95.76169094677311, 10.846193634506388 89.81684940889295, 0.4527277236166744 84.70375753448593, -1.5058008405920777 89.13231104834608, -1.867327423637217 101.29139707556419, -2.6580090701379206 113.83537528936927, -4.91723067949582 125.89135923429126, -7.382324879693319 136.60384924900768, -11.782536804188103 143.1380039539033, -14.011358301597962 155.16216929339294, -17.462739369221648 163.9818842363968, -18.122069564300087 177.56162952885575, -16.95519097237943 190.88535789098728, -15.974335393260988 198.90720517449722, -16.01214675457786 210.29353036679254, -15.671767880669139 218.53572669684013, -14.817928491974914 223.3957807776062, -8.533484828136748 233.37214049946056, -4.7303492755336425 239.7257690152867, -5.0471773884442825 248.1093940147423, -6.8774738033759375 257.61102213280196, -7.858845750207746 263.84547569290703, -6.932873833174344 270.38186676299233, -3.9084690916965292 277.7273529011825, -0.3821482391520437 282.7313803902564, 0.8910363570643571 290.2704676744668, -1.838903939492114 293.03135749263106, -0.6354454922124981 302.47561908002467, 3.2248701658212555 317.64107894721406, 5.302579473963287 333.29014079949843, 8.806925320421467 341.32261082111086, 11.194567861248029 345.6862534206391, 12.061346397789777 353.10426591525015, 7.772932840850312 357.86600169619874, 1.7600946792370786 362.24684875922435, -3.611050812596132 368.31862817889373, -3.6497050151092165 371.7502533672007, 0.1879027259813799 378.24459191405253, 6.569445520579822 381.6262809892112, 14.058967802417223 378.07848546108175, 21.36808713623429 374.44628858278406, 26.631411950958597 364.6461807447656, 26.546892174845663 356.05582734817176, 22.231494299415054 350.04550105626436, 22.086455247900805 344.1703515299025, 25.28604929569751 335.8713222881772, 26.18363437584388 332.7460791809028, 26.460559010529927 330.3508163656704, 25.062636898910682 322.02618958465905, 24.070576718300803 313.46962568752474, 24.420551126218626 307.0602931665269, 23.177112577228193 302.8812392131465, 23.16924714856614 290.81948737792686, 23.82153921193241 282.55083006979817, 19.55820219347083 275.29669436929566, 17.744667151500177 266.04096322645887, 17.97507215215237 255.0155737591365, 19.439504503251 245.43079655000497, 20.44393971207033 236.87392428261205, 21.192847856771493 231.79887877920805, 17.951833433859125 222.20503946650638, 11.9831573879823 217.74834367791186, 7.681480428072953 212.1093814380663, 5.105459575936576 199.34444950203783, 7.6717249862925145 182.20981747018072, 11.02495975266311 170.10166104864652, 14.878674801992638 161.2304922691385, 18.519928868483934 151.00665349315818, 18.154223601812642 133.29248234026522, 17.29384467936603 114.53709397857324, 15.900477697999687 96.59671337914801, 15.300933870324425 95.76169094677311), (18.503204142781 351.8423389954876, 23.568802743822523 355.41205573393086, 24.414030469970715 360.2971951845427, 22.91866165252596 364.85170917524897, 21.230103984756443 368.2101724937331, 19.229817462994475 370.6895189041586, 16.28199266812987 373.5177410212384, 12.271566460615592 376.3491862931676, 8.784946981077006 377.79664574619005, 5.703568681825633 377.9360016237058, 2.8795541619848803 377.58097858944325, -0.9621845136658713 375.14107828964484, -2.463947393587119 371.9556369972713, -1.8547469555215652 368.28042494092074, 4.540064795094758 362.9854808867128, 11.059358652351886 356.0655611682671, 15.122440927824622 352.8254214298147, 18.503204142781 351.8423389954876)))",2.0,r16389191,16389191,relation,fairway,multipolygon,fairway,Fairways,3,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((4.419799124230351 -21.231656247692854, 5.082508468366329 -7.701671428527561, 6.306633793717466 5.497851497126476, 6.589206259854743 22.929381168313512, -2.6974683631263288 23.584836047128874, -5.94752864119323 9.918206344485725, -4.641268818978518 -0.368899591491072, -6.783518402454593 -12.993183173651914, -7.040577911998223 -23.97444732412282, -1.2607554583068263 -22.839828328388876, 4.419799124230351 -21.231656247692854)))",100.0,w1208043427,1208043427,way,tee,multipolygon,tee,Greens and bunks,3,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((21.28019154575133 195.304644162901, 24.252645362028836 200.1490758642501, 26.135362425700347 207.1466207930041, 24.060554763091687 209.31824035187788, 20.72614017116054 212.5350189196854, 16.48769535571174 210.65498228051524, 13.6963163162128 207.45322141643896, 14.2880891027484 201.89976798371958, 15.461068596233263 196.28443238395562, 15.64697945033014 190.96291606735917, 17.716652318801497 188.15379557099163, 20.241877132497322 190.18766010413742, 21.4093154001883 194.446260561607, 21.28019154575133 195.304644162901)))",106.0,w1208043433,1208043433,way,bunker,multipolygon,bunker,Greens and bunks,3,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((18.503204142781 351.8423389954876, 23.568802743822523 355.41205573393086, 24.414030469970715 360.2971951845427, 22.91866165252596 364.85170917524897, 21.230103984756443 368.2101724937331, 19.229817462994475 370.6895189041586, 16.28199266812987 373.5177410212384, 12.271566460615592 376.3491862931676, 8.784946981077006 377.79664574619005, 5.703568681825633 377.9360016237058, 2.8795541619848803 377.58097858944325, -0.9621845136658713 375.14107828964484, -2.463947393587119 371.9556369972713, -1.8547469555215652 368.28042494092074, 4.540064795094758 362.9854808867128, 11.059358652351886 356.0655611682671, 15.122440927824622 352.8254214298147, 18.503204142781 351.8423389954876)))",107.0,w1208043435,1208043435,way,green,multipolygon,green,Greens and bunks,3,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((3.038537331533405 342.89217207927663, 6.843576224570087 343.2972116698272, 9.129748838419214 346.48130819340736, 9.008505959749332 349.9833038143595, 4.75534636040045 352.6991552662764, 2.920339351312308 356.0019668703046, -1.5744143016458167 359.7903513569065, -7.309206257242515 358.0139410325785, -4.723760882105655 349.7309136041292, -3.613579343331549 344.4545281634771, 0.7057962225454747 344.96410711653994, 3.038537331533405 342.89217207927663)))",108.0,w1208043436,1208043436,way,bunker,multipolygon,bunker,Greens and bunks,3,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
