roundid,holeid,hnum,shotid,stroke,startpos,holedis,shots_to_hole_out
87288,1566694,2,5032921,1,0,369,3
87288,1566695,3,5032925,1,0,512,4
87288,1566696,4,5032929,1,0,149,3
87288,1566697,5,5032932,1,0,408,4
87288,1566698,6,5032936,1,0,427,5
87288,1566699,7,5032941,1,0,192,4
87288,1566700,8,5032945,1,0,396,3
87288,1566701,9,5032948,1,0,378,4
87288,1566702,10,5032952,1,0,431,5
87288,1566703,11,5032957,1,0,591,5
87288,1566704,12,5032962,1,0,178,3
87288,1566705,13,5032965,1,0,436,4
87288,1566706,14,5032969,1,0,359,4
87288,1566707,15,5032973,1,0,508,4
87288,1566708,16,5032977,1,0,208,4
87288,1566709,17,5032981,1,0,555,5
87288,1566710,18,5032986,1,0,431,4
87360,1567989,1,5038055,1,0,384,4
87360,1567990,2,5038059,1,0,179,3
87360,1567991,3,5038062,1,0,369,5
87360,1567993,5,5038072,1,0,175,3
87360,1567994,6,5038075,1,0,337,3
87360,1567995,7,5038078,1,0,513,4
87360,1567996,8,5038084,1,0,358,3
87360,1567997,9,5038088,1,0,179,4
87360,1567998,10,5038092,1,0,378,4
87360,1567999,11,5038096,1,0,181,3
87360,1568000,12,5038099,1,0,496,4
87360,1568001,13,5038103,1,0,418,4
87360,1568002,14,5038107,1,0,360,4
87360,1568003,15,5038111,1,0,450,4
87360,1568004,16,5038115,1,0,205,3
87360,1568005,17,5038118,1,0,550,4
87360,1568006,18,5038122,1,0,396,4
87849,1576793,3,5067429,1,0,290,4
87849,1576794,4,5067433,1,0,160,3
87849,1576795,5,5067436,1,0,440,4
87849,1576796,6,5067440,1,0,400,2
88090,1581129,1,5082943,1,0,550,5
88090,1581130,2,5082948,1,0,375,5
88090,1581136,8,5082953,1,0,500,6
88090,1581137,9,5082959,1,0,360,4
88090,1581138,10,5082963,1,0,490,4
88090,1581139,11,5082967,1,0,400,4
88090,1581140,12,5082971,1,0,440,4
88090,1581141,13,5082975,1,0,150,3
88090,1581142,14,5082978,1,0,330,4
88090,1581143,15,5082982,1,0,220,3
88090,1581144,16,5082985,1,0,330,3
88090,1581145,17,5082988,1,0,215,3
88090,1581146,18,5082991,1,0,400,5
88132,1581885,1,5085804,1,0,550,4
88132,1581886,2,5085808,1,0,375,5
88132,1581887,3,5085813,1,0,290,3
88132,1581888,4,5085816,1,0,160,3
88132,1581889,5,5085819,1,0,440,4
88132,1581890,6,5085823,1,0,400,5
88132,1581891,7,5085828,1,0,500,5
88132,1581892,8,5085833,1,0,500,4
88132,1581893,9,5085837,1,0,360,4
88132,1581894,10,5085841,1,0,490,4
88132,1581895,11,5085845,1,0,400,4
88132,1581896,12,5085849,1,0,440,4
88132,1581897,13,5085853,1,0,150,3
88132,1581898,14,5085856,1,0,330,4
88132,1581899,15,5085860,1,0,220,3
88133,1581903,1,5085863,1,0,550,5
88133,1581904,2,5085868,1,0,375,4
88133,1581905,3,5085872,1,0,290,4
88133,1581906,4,5085876,1,0,160,2
88133,1581907,5,5085878,1,0,440,4
88133,1581908,6,5085882,1,0,400,4
88133,1581909,7,5085886,1,0,500,5
88133,1581910,8,5085891,1,0,500,5
88133,1581911,9,5085896,1,0,360,4
88133,1581912,10,5085900,1,0,490,5
88133,1581913,11,5085905,1,0,400,4
88133,1581914,12,5085909,1,0,440,5
88133,1581915,13,5085914,1,0,150,4
88133,1581916,14,5085918,1,0,330,5
88133,1581916,14,5085920,3,0,330,3
88133,1581917,15,5085923,1,0,200,3
88133,1581918,16,5085926,1,0,330,4
88133,1581919,17,5085930,1,0,215,3
88133,1581920,18,5085933,1,0,400,4
88432,1587285,1,5104483,1,0,417,5
88432,1587286,2,5104488,1,0,184,3
88432,1587287,3,5104491,1,0,402,4
88432,1587288,4,5104495,1,0,405,4
88432,1587289,5,5104499,1,0,501,4
88432,1587290,6,5104503,1,0,192,3
88432,1587291,7,5104506,1,0,382,4
88432,1587292,8,5104510,1,0,357,4
88432,1587293,9,5104514,1,0,556,5
88432,1587294,10,5104519,1,0,417,4
88432,1587295,11,5104523,1,0,184,2
88432,1587297,13,5104530,1,0,405,4
88432,1587298,14,5104534,1,0,501,5
88432,1587299,15,5104539,1,0,192,4
88432,1587300,16,5104543,1,0,382,3
88432,1587301,17,5104546,1,0,357,3
88432,1587302,18,5104549,1,0,556,4
88441,1587447,1,5105020,1,0,550,5
88441,1587448,2,5105025,1,0,375,4
88441,1587449,3,5105029,1,0,290,4
88441,1587450,4,5105033,1,0,160,3
88441,1587451,5,5105036,1,0,440,4
88441,1587452,6,5105040,1,0,400,5
88441,1587453,7,5105045,1,0,500,5
88441,1587454,8,5105050,1,0,500,6
88441,1587455,9,5105056,1,0,360,5
88547,1589364,10,5110996,1,0,490,6
88547,1589365,11,5111002,1,0,400,4
88547,1589366,12,5111006,1,0,440,4
88547,1589367,13,5111010,1,0,150,3
88547,1589368,14,5111013,1,0,330,4
88547,1589369,15,5111017,1,0,200,3
88547,1589370,16,5111020,1,0,330,4
88547,1589371,17,5111024,1,0,215,3
88547,1589372,18,5111027,1,0,400,4
88992,1597365,1,5137964,1,0,458,4
88992,1597366,2,5137968,1,0,214,4
88992,1597367,3,5137972,1,0,443,5
88992,1597368,4,5137977,1,0,462,4
88992,1597369,5,5137981,1,0,523,4
88992,1597370,6,5137985,1,0,244,3
88992,1597371,7,5137988,1,0,430,5
88992,1597371,7,5137989,2,0,161,4
88992,1597372,8,5137993,1,0,391,4
88992,1597373,9,5137997,1,0,613,5
88622,1590705,1,5115123,1,0,550,5
88622,1590709,5,5115128,1,0,440,5
88622,1590710,6,5115133,1,0,400,4
88622,1590711,7,5115137,1,0,500,5
88622,1590712,8,5115142,1,0,500,5
88622,1590713,9,5115147,1,0,360,4
88674,1591641,1,5118177,1,0,419,4
88674,1591642,2,5118181,1,0,465,4
88674,1591643,3,5118185,1,0,313,4
88674,1591644,4,5118189,1,0,206,3
88674,1591645,5,5118192,1,0,491,1
88674,1591646,6,5118197,1,0,393,3
88674,1591647,7,5118200,1,0,153,3
88674,1591648,8,5118203,1,0,468,4
88674,1591649,9,5118207,1,0,453,5
88674,1591651,11,5118216,1,0,175,3
88674,1591652,12,5118219,1,0,285,5
88674,1591653,13,5118224,1,0,392,3
88674,1591654,14,5118227,1,0,521,5
88674,1591655,15,5118232,1,0,424,5
88674,1591656,16,5118237,1,0,199,3
88674,1591657,17,5118240,1,0,396,3
88674,1591658,18,5118243,1,0,434,4
90320,1621269,1,5217068,1,0,419,5
90320,1621270,2,5217073,1,0,465,2
90320,1621271,3,5217077,1,0,313,3
90320,1621272,4,5217080,1,0,206,4
90320,1621273,5,5217084,1,0,491,2
90320,1621274,6,5217088,1,0,393,3
90320,1621275,7,5217091,1,0,153,1
90320,1621276,8,5217094,1,0,468,5
90320,1621277,9,5217099,1,0,453,4
90320,1621278,10,5217103,1,0,434,4
90320,1621279,11,5217107,1,0,175,1
90320,1621280,12,5217110,1,0,285,4
90320,1621281,13,5217114,1,0,392,4
90320,1621282,14,5217118,1,0,521,6
90320,1621283,15,5217124,1,0,424,4
90320,1621284,16,5217128,1,0,199,4
90320,1621285,17,5217132,1,0,396,4
90320,1621286,18,5217136,1,0,434,4
88803,1593963,1,5125992,1,0,550,5
88803,1593964,2,5125997,1,0,375,4
88803,1593965,3,5126001,1,0,290,4
88803,1593966,4,5126005,1,0,160,3
88803,1593967,5,5126008,1,0,440,5
88803,1593972,10,5126013,1,0,490,4
88803,1593973,11,5126017,1,0,400,4
88806,1594017,1,5126131,1,0,550,6
