WKT,fid,full_id,osm_id,osm_type,golf,type,lie,layer,hole_ref,path
"MULTIPOLYGON (((-117.77983396901851 34.07968394529148, -117.77982732755635 34.07959424640083, -117.77982458823426 34.07951849287872, -117.77985364973637 34.0795005728035, -117.77991213843127 34.07948781221698, -117.77993599386772 34.079483253911135, -117.7799631272545 34.07951329770117, -117.77998109275947 34.07956983733888, -117.77998376848407 34.07962451348082, -117.77997736268091 34.07967471124657, -117.77994532590571 34.07969780507767, -117.7798810404124 34.079716834406355, -117.7798496641624 34.07970646999921, -117.77983396901851 34.07968394529148)))",121.0,w1211363241,1211363241,way,tee,multipolygon,tee,Greens and bunks,2,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78306883434588 34.08198510641233, -117.78311312398891 34.08193615350112, -117.78321645726328 34.0818940496484, -117.78323592922492 34.08193051665691, -117.78323952357216 34.08203064088309, -117.78324738463836 34.08213393451133, -117.7832698461318 34.082233209741446, -117.783294354439 34.082321421945124, -117.78333810195402 34.08237522756687, -117.78336026120535 34.08247424078607, -117.78339457531287 34.08254686689726, -117.78340113046478 34.0826586895693, -117.78338952919657 34.082768404065035, -117.78337977739486 34.08283446011974, -117.78338015332064 34.08292822103206, -117.78337676922683 34.0829960915552, -117.78336828023764 34.08303611176338, -117.78330579943028 34.083118262288096, -117.78326798813106 34.08317058136349, -117.78327113807994 34.08323961648371, -117.78328933513983 34.08331785782197, -117.78329909207534 34.08336919554891, -117.78328988593458 34.08342301958605, -117.7832598168847 34.083483506131984, -117.78322475771547 34.08352471189194, -117.78321209953828 34.08358679265021, -117.78323924098196 34.08360952725016, -117.78322727603177 34.083687296202626, -117.78318889624003 34.083812176471625, -117.78316823936697 34.08394103897041, -117.7831333986763 34.084007182498254, -117.78310966040421 34.084043114996604, -117.78310104277222 34.084104198762205, -117.78314367877242 34.08414340936646, -117.78320345924034 34.084179483535294, -117.78325685991106 34.08422948171892, -117.78325724421649 34.08425773950209, -117.78321909019 34.084311217256925, -117.78315564400967 34.08433906384022, -117.78308118214416 34.084309849450165, -117.78300851386969 34.08427994005558, -117.78295618516704 34.084199240880366, -117.78295702547433 34.08412850345121, -117.78299992975636 34.08407901130454, -117.78300137175465 34.084030632273524, -117.78296956094847 34.08396229375869, -117.78296063703357 34.083936558884616, -117.78295788381058 34.083916835047205, -117.7829717821454 34.08384828574894, -117.7829816453448 34.083777826560066, -117.78297816585088 34.08372504878898, -117.78299052828876 34.08369063628936, -117.78299060648794 34.083591313563446, -117.78298412131011 34.08352322514688, -117.7830265079959 34.08346349082787, -117.7830445384119 34.08338727433295, -117.78304224769354 34.08329648555275, -117.78302768810474 34.083217559521714, -117.78301770187109 34.08314709779356, -117.78301025612282 34.083105307234405, -117.78304247873609 34.0830263065813, -117.78310182013816 34.08298960783469, -117.78314458800494 34.0829431736924, -117.78317019916024 34.08283806061651, -117.7831446849949 34.0826969651617, -117.78311134667146 34.082597260316334, -117.78307303250389 34.08252421050754, -117.78303683065278 34.082440022111825, -117.78304046654507 34.082294154431054, -117.78304902055122 34.082139712827285, -117.7830628735983 34.081991982420504, -117.78306883434588 34.08198510641233), (-117.78303699693231 34.084093807400876, -117.782986634051 34.084123202301555, -117.78297823068014 34.08416342907569, -117.78299309784357 34.08420093330815, -117.78300988571725 34.08422858863851, -117.78302977284227 34.08424900486389, -117.78305908052374 34.084272293912946, -117.7830989527353 34.08429560950313, -117.78313361718799 34.08430752863565, -117.78316425267685 34.084308676164284, -117.78319232941946 34.084305752720326, -117.78323052451627 34.084285661314695, -117.78324545525035 34.08425943073752, -117.78323939849541 34.08422916713363, -117.78317582039328 34.08418556581566, -117.78311100467285 34.08412858360454, -117.78307060894738 34.08410190261196, -117.78303699693231 34.084093807400876)))",2.0,r16389191,16389191,relation,fairway,multipolygon,fairway,Fairways,3,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.7831770160912 34.08102172245981, -117.78317042734332 34.08113313537828, -117.78315825692017 34.08124182710198, -117.78315544754567 34.08138536736607, -117.7832477769481 34.08139076472179, -117.78328008949651 34.081278226598414, -117.78326710248085 34.08119351722806, -117.78328840102225 34.081089562323726, -117.78329095674341 34.08099913689429, -117.78323349294986 34.08100847993609, -117.7831770160912 34.08102172245981)))",100.0,w1208043427,1208043427,way,tee,multipolygon,tee,Greens and bunks,3,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.7830093877398 34.08280479476227, -117.78297983519319 34.08284468632766, -117.78296111695997 34.08290230774506, -117.78298174498447 34.0829201899878, -117.78301489619513 34.08294667861237, -117.7830570353992 34.08293119741475, -117.78308478767535 34.08290483245375, -117.78307890418853 34.082859102435364, -117.78306724226431 34.08281286284709, -117.7830653939129 34.08276904271932, -117.78304481693924 34.08274591096293, -117.78301971080518 34.08276265885928, -117.78300810397259 34.082797726386104, -117.7830093877398 34.08280479476227)))",106.0,w1208043433,1208043433,way,bunker,multipolygon,bunker,Greens and bunks,3,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78303699693231 34.084093807400876, -117.782986634051 34.084123202301555, -117.78297823068014 34.08416342907569, -117.78299309784357 34.08420093330815, -117.78300988571725 34.08422858863851, -117.78302977284227 34.08424900486389, -117.78305908052374 34.084272293912946, -117.7830989527353 34.08429560950313, -117.78313361718799 34.08430752863565, -117.78316425267685 34.084308676164284, -117.78319232941946 34.084305752720326, -117.78323052451627 34.084285661314695, -117.78324545525035 34.08425943073752, -117.78323939849541 34.08422916713363, -117.78317582039328 34.08418556581566, -117.78311100467285 34.08412858360454, -117.78307060894738 34.08410190261196, -117.78303699693231 34.084093807400876)))",107.0,w1208043435,1208043435,way,green,multipolygon,green,Greens and bunks,3,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78319074878682 34.08402010708042, -117.78315291856433 34.084023442386666, -117.78313018912027 34.08404966189032, -117.78313139453373 34.08407849914016, -117.78317368003421 34.08410086287083, -117.78319192392748 34.08412805993608, -117.78323661138943 34.084159255460506, -117.78329362748354 34.08414462757575, -117.78326792262834 34.084076420828154, -117.78325688505006 34.08403297233144, -117.78321394122129 34.08403716846907, -117.78319074878682 34.08402010708042)))",108.0,w1208043436,1208043436,way,bunker,multipolygon,bunker,Greens and bunks,3,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78080842298189 34.08572299021753, -117.7808366785153 34.08576940621512, -117.78082570248694 34.085825209680976, -117.78078149763212 34.085892364582605, -117.78075993553031 34.085948827630375, -117.78074964871453 34.085975894795396, -117.78071862977811 34.08607843135269, -117.78076123752564 34.08612777889415, -117.78082196619127 34.08612456188172, -117.78089819403064 34.08610061263319, -117.78095254879003 34.086053087796174, -117.78096665377117 34.08596563295352, -117.78094782893638 34.085894328566596, -117.7809241406523 34.0858143295341, -117.78099996352776 34.08562582608171, -117.78098966556033 34.08552763503393, -117.78098808619026 34.08541473120056, -117.78100213534702 34.085342299569376, -117.78100429778667 34.08529058763793, -117.78087290828495 34.08533774035617, -117.78079088640268 34.08539832468442, -117.78076708768964 34.0856167434594, -117.78075622536241 34.085700524721304, -117.78080842298189 34.08572299021753), (-117.78087664468774 34.08581615527994, -117.78091405523469 34.08584917740852, -117.78093318170099 34.08591167787482, -117.78095112073026 34.08597899912873, -117.78093547516684 34.08602694604046, -117.78090400435187 34.08607106131906, -117.78085823714719 34.08609722184225, -117.78079822083001 34.08611187181404, -117.78075752895674 34.08610009592978, -117.78073638469314 34.08607116134638, -117.78075317503198 34.08601088643847, -117.78076683330244 34.08595264872176, -117.78079384034885 34.0858857860308, -117.78082435961852 34.08583549543347, -117.78085314008106 34.08581301466445, -117.78087664468774 34.08581615527994)))",3.0,r16389192,16389192,relation,fairway,multipolygon,fairway,Fairways,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78089076496639 34.08253601429551, -117.78090250206287 34.0824219265198, -117.78099970264569 34.08240141733407, -117.78100267123003 34.08246952964946, -117.78099602044358 34.082534486381505, -117.78093741360826 34.082536508472984, -117.78089076496639 34.08253601429551)))",71.0,w1208043394,1208043394,way,tee,multipolygon,tee,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78088559250065 34.082780478087514, -117.78090025415165 34.08268831260595, -117.78089620297928 34.082607373443594, -117.78100716018676 34.08259047054108, -117.7810031703116 34.08264923941802, -117.78099211999631 34.082724318113605, -117.7809988415008 34.08277306769183, -117.78093206350667 34.08278721793913, -117.78088559250065 34.082780478087514)))",72.0,w1208043395,1208043395,way,tee,multipolygon,tee,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78088137627003 34.082915209907796, -117.78089583652292 34.08281526371684, -117.78098591442048 34.08279073490989, -117.78098722160016 34.08289699600947, -117.7809245628342 34.08291358181813, -117.78088137627003 34.082915209907796)))",73.0,w1208043396,1208043396,way,tee,multipolygon,tee,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.7809192454294 34.08363556880222, -117.78083837998525 34.083691971904486, -117.78082996325014 34.08387981790145, -117.78082946326191 34.084025299584184, -117.78081023248237 34.084229476730584, -117.78081082038187 34.08440606366209, -117.78080867239905 34.084588772272085, -117.78079715696828 34.08474280439489, -117.78080263090064 34.0848795538229, -117.78080299532945 34.08497978075137, -117.78080605915238 34.08508012288105, -117.78080013106663 34.08517146081293, -117.78078020715938 34.085264450102216, -117.78079663573163 34.085296158177115, -117.7808470425934 34.085295568019234, -117.78093235577504 34.08527643712688, -117.78099720186381 34.085239240019874, -117.78106199862304 34.08513757448985, -117.78107848770952 34.085038352062824, -117.78105015258944 34.084992932893186, -117.78103254506962 34.08489909390745, -117.78105364150375 34.084832882877635, -117.78107692064506 34.08474712355407, -117.78105859965584 34.084624777359394, -117.78105782300997 34.08453499074112, -117.78107600026351 34.084350291533056, -117.78104360293477 34.08418964355427, -117.78100782473047 34.08408616785617, -117.78099205387741 34.08398314591582, -117.78098111741159 34.0838565138357, -117.78096721116634 34.08375953947649, -117.7809192454294 34.08363556880222)))",74.0,w1208043398,1208043398,way,fairway,multipolygon,fairway,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78075802235122 34.085782808746686, -117.78071736989213 34.08581828588821, -117.78069482281464 34.08585894039959, -117.7807009220991 34.085886332711084, -117.78068912313668 34.08593233960717, -117.78069995021204 34.085962838040544, -117.78073018593358 34.08596485078537, -117.78075993553031 34.085948827630375, -117.78075974199524 34.08590023809916, -117.7807565146883 34.08587004547606, -117.78078675827291 34.08583124939908, -117.78079597372653 34.08580176931402, -117.7807814218616 34.08578198843365, -117.78075802235122 34.085782808746686)))",75.0,w1208043400,1208043400,way,bunker,multipolygon,bunker,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78095733591653 34.08586270488355, -117.78098890303335 34.08582240938584, -117.78103465245962 34.08581984228725, -117.78105754457204 34.085842716753106, -117.78104540025328 34.0859184303947, -117.78104139191561 34.08598145128988, -117.78105169069903 34.08602962374114, -117.78104900914101 34.08605139939833, -117.78103694235662 34.08606809199293, -117.78100465715474 34.08608094328626, -117.78098443586899 34.08606909636249, -117.78097033246209 34.08601102972909, -117.780974545503 34.08596152800905, -117.78097752869249 34.085930948431226, -117.78096177485958 34.085899835945824, -117.7809550008358 34.08587184804483, -117.78095733591653 34.08586270488355)))",76.0,w1208043401,1208043401,way,bunker,multipolygon,bunker,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78087664468774 34.08581615527994, -117.78091405523469 34.08584917740852, -117.78093318170099 34.08591167787482, -117.78095112073026 34.08597899912873, -117.78093547516684 34.08602694604046, -117.78090400435187 34.08607106131906, -117.78085823714719 34.08609722184225, -117.78079822083001 34.08611187181404, -117.78075752895674 34.08610009592978, -117.78073638469314 34.08607116134638, -117.78075317503198 34.08601088643847, -117.78076683330244 34.08595264872176, -117.78079384034885 34.0858857860308, -117.78082435961852 34.08583549543347, -117.78085314008106 34.08581301466445, -117.78087664468774 34.08581615527994)))",77.0,w1208043402,1208043402,way,green,multipolygon,green,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77786650850521 34.08565251653549, -117.77781430519416 34.085582457244065, -117.77770094827679 34.08554562710306, -117.77758696975482 34.08561864077664, -117.77757938949692 34.085711086110166, -117.77758022331808 34.08580561549577, -117.77758537662801 34.085922234290976, -117.77761475961208 34.08606065177632, -117.77764685736547 34.0861810503819, -117.77767979410416 34.08627391162917, -117.77770361764826 34.08634508394645, -117.7776536224165 34.086454521631005, -117.77754589377504 34.08667808001222, -117.7774978094163 34.086802225469015, -117.77744801835824 34.086959527632196, -117.77742850326464 34.08711713959596, -117.77743045553842 34.08721634220997, -117.77741797088086 34.08731732668068, -117.77738303973821 34.087453039890335, -117.77734609952583 34.08757918734655, -117.77731882335115 34.08773097044934, -117.77729406057296 34.087837803659625, -117.7772483286175 34.087934798495816, -117.77725219968072 34.088043609868706, -117.77725511274964 34.088158083595076, -117.77721728703565 34.088253306047065, -117.77719047062625 34.08833885352035, -117.77718723458861 34.088349034780606, -117.77716950224645 34.08839924049782, -117.77723740725914 34.08844110694325, -117.77737969025452 34.08838263413567, -117.77742565618213 34.088299152080715, -117.77740801470378 34.08822514567396, -117.77734368634893 34.08814823486353, -117.77736755775138 34.08809510477653, -117.77753668099297 34.08796857419068, -117.77759617117772 34.08784209696776, -117.77757449937404 34.08775428163352, -117.77754736881681 34.08761268663763, -117.77776098304149 34.08730424090007, -117.77776686510003 34.087115684141, -117.77795168858447 34.08675726247647, -117.77793840826794 34.0866633452619, -117.77795571350251 34.086345067413376, -117.7780158638917 34.086172307751774, -117.77800947414141 34.08606890528038, -117.7779291771147 34.08598498009046, -117.77784657936513 34.08586460113979, -117.7778499508281 34.08574192773908, -117.77786650850521 34.08565251653549), (-117.77725977752675 34.088190199009674, -117.77728616863746 34.088171424578256, -117.7773424380339 34.08816909970739, -117.77738305549326 34.088213441921994, -117.7774033553048 34.088265357985506, -117.77740816773195 34.08830847968011, -117.77737753509079 34.08837369180547, -117.7772815360026 34.088411667785635, -117.77723222401464 34.088422087374994, -117.77721111332399 34.08841497479878, -117.77718666070622 34.088397823720534, -117.77719747499836 34.08834448901246, -117.77721550900102 34.08829956713862, -117.77723572494125 34.08823876322626, -117.77725977752675 34.088190199009674)))",4.0,r16389193,16389193,relation,fairway,multipolygon,fairway,Fairways,5,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77764825725956 34.08478672398888, -117.77777075436909 34.08478995789666, -117.77780007719221 34.08467153736616, -117.77781609474359 34.084594013898446, -117.77778140300956 34.084494678086216, -117.77770540607928 34.08448070251511, -117.77765271618046 34.084597737486654, -117.7776727669845 34.08471656414719, -117.77764825725956 34.08478672398888)))",78.0,w1208043403,1208043403,way,tee,multipolygon,tee,Greens and bunks,5,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77747571864514 34.08538253613757, -117.77754901988719 34.08536434443859, -117.77756519331626 34.08529505417815, -117.77751689233538 34.085278297530365, -117.77745072603781 34.08531402526559, -117.77743675954042 34.08536144020999, -117.77747571864514 34.08538253613757)))",79.0,w1208043404,1208043404,way,tee,multipolygon,tee,Greens and bunks,5,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77803370207471 34.08623835606157, -117.77806381602478 34.086216700577026, -117.77809297771853 34.086179326848054, -117.7781064224127 34.08615220913799, -117.7781097483319 34.086106872196524, -117.77810102979143 34.08607857083521, -117.77808418362193 34.08606831917324, -117.7780592098234 34.086076117210624, -117.77804678018204 34.08610629591199, -117.7780493422733 34.08613608996657, -117.77803137898358 34.08616325557391, -117.77802277371411 34.086178209815344, -117.77800274949914 34.08619384058038, -117.7780082359602 34.08622977369526, -117.77803370207471 34.08623835606157)))",81.0,w1208043407,1208043407,way,bunker,multipolygon,bunker,Greens and bunks,5,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
