WKT,fid,full_id,osm_id,osm_type,golf,type,lie,layer,hole_ref,path
"MULTIPOLYGON (((-117.77745161910572 34.08829343049021, -117.77748485808846 34.08826740646232, -117.7774899362896 34.08824039735509, -117.77749099946338 34.08821751614748, -117.77746618937144 34.088195661643645, -117.77745667694202 34.08817848277038, -117.77746989869257 34.08815601267221, -117.77744285627607 34.08812691408616, -117.7774113361785 34.08811445882827, -117.7773859225419 34.08811249743214, -117.77736418882674 34.0881403514377, -117.7773730351387 34.08815961987731, -117.77739702292426 34.08817300479956, -117.77740047950334 34.08817235513736, -117.77742173762037 34.088220934788026, -117.77741337401577 34.08827476359183, -117.77743191967811 34.08829439617722, -117.77745161910572 34.08829343049021)))",82.0,w1208043408,1208043408,way,bunker,multipolygon,bunker,Greens and bunks,5,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77716943327435 34.08826934467325, -117.77719005591845 34.08825985327972, -117.77720368971205 34.08823220242673, -117.77721679067393 34.08820668841494, -117.77721124630824 34.088187840868436, -117.77719310539497 34.0881727784229, -117.77717100682409 34.08817289316242, -117.77715312038396 34.08819603458113, -117.77714282820625 34.088231397995514, -117.77713539813669 34.088257422869525, -117.77715242975864 34.08827201683588, -117.77716943327435 34.08826934467325)))",83.0,w1208043409,1208043409,way,bunker,multipolygon,bunker,Greens and bunks,5,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77725977752675 34.088190199009674, -117.77728616863746 34.088171424578256, -117.7773424380339 34.08816909970739, -117.77738305549326 34.088213441921994, -117.7774033553048 34.088265357985506, -117.77740816773195 34.08830847968011, -117.77737753509079 34.08837369180547, -117.7772815360026 34.088411667785635, -117.77723222401464 34.088422087374994, -117.77721111332399 34.08841497479878, -117.77718666070622 34.088397823720534, -117.77719747499836 34.08834448901246, -117.77721550900102 34.08829956713862, -117.77723572494125 34.08823876322626, -117.77725977752675 34.088190199009674)))",84.0,w1208043410,1208043410,way,green,multipolygon,green,Greens and bunks,5,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78014133697651 34.082058269928794, -117.78007349847773 34.08226311813621, -117.78007296493931 34.08239587187565, -117.78010340271939 34.08252787900253, -117.78018529270365 34.08261851608366, -117.78024280035372 34.08267250358392, -117.78025020481034 34.08271701901969, -117.78024356579948 34.082745870770665, -117.78020718259971 34.08278636611331, -117.78014918327331 34.08285689049302, -117.78013635319131 34.08288755625562, -117.7801109853077 34.0829484354843, -117.78013422645517 34.08300146028099, -117.78017061938638 34.08303119064523, -117.78021501452999 34.08303122564624, -117.78025426790055 34.083016396860046, -117.78029910532365 34.08298143108408, -117.78032685665163 34.08292045597608, -117.78034606056424 34.08287301570057, -117.78033232525942 34.08280504135686, -117.78031681955513 34.082788698066665, -117.78033433634577 34.08269097415942, -117.78034118299756 34.082615030934846, -117.78030739424409 34.08251236424046, -117.7802544071577 34.08240491905129, -117.78023140818357 34.08228271570768, -117.78021665756387 34.08217145835188, -117.7802166478324 34.082101232645016, -117.78019759801212 34.082068648072784, -117.78014133697651 34.082058269928794), (-117.78029961520345 34.08280125952689, -117.78031968211066 34.08283545205875, -117.7803210546775 34.08287958499497, -117.78029637586717 34.08293642130661, -117.78028317990011 34.0829717589134, -117.78024256833656 34.08300507784054, -117.7801982152381 34.083009425559254, -117.78016509391291 34.08299416850128, -117.78013948565001 34.08297481218782, -117.78013631902505 34.082934892487344, -117.78014233356807 34.08288613671567, -117.78017563775522 34.08283887604367, -117.78020749251243 34.0828001194385, -117.7802519823345 34.08277434763738, -117.78029961520345 34.08280125952689)))",5.0,r16389194,16389194,relation,fairway,multipolygon,fairway,Fairways,6,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78015284672225 34.081652372668685, -117.78028480966583 34.08163397806294, -117.7803092991412 34.08152101631899, -117.78031597630901 34.08144690919768, -117.78022419657665 34.08144417776417, -117.7801562975071 34.081459575697544, -117.78014159037505 34.08156143673165, -117.78015284672225 34.081652372668685)))",65.0,w1208043387,1208043387,way,tee,multipolygon,tee,Greens and bunks,6,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78018435839633 34.08177050367392, -117.78018091685963 34.08167243550466, -117.78028514751345 34.08166229741779, -117.78027545369781 34.08176967539475, -117.78024540841234 34.081774668472086, -117.78018435839633 34.08177050367392)))",66.0,w1208043388,1208043388,way,tee,multipolygon,tee,Greens and bunks,6,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78018626234882 34.08268058467305, -117.78013998311103 34.08270296708021, -117.78010900240523 34.08276647618088, -117.78009754517568 34.08280634223023, -117.78006243756506 34.08281283958951, -117.78000940682257 34.082863050348834, -117.78000729114325 34.082920074062315, -117.78000823600946 34.082966716395326, -117.78003832602738 34.08298755388128, -117.78007536061209 34.082965962921676, -117.78009081109826 34.08294349066149, -117.7800818392407 34.082911117435344, -117.7801095640177 34.08287639112341, -117.78014506740332 34.08285073747633, -117.78016362809548 34.08280117911974, -117.78019233821684 34.082764038455636, -117.7802160469939 34.082727623432774, -117.78020927164752 34.082695409387995, -117.78018626234882 34.08268058467305)))",67.0,w1208043390,1208043390,way,bunker,multipolygon,bunker,Greens and bunks,6,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78029961520345 34.08280125952689, -117.78031968211066 34.08283545205875, -117.7803210546775 34.08287958499497, -117.78029637586717 34.08293642130661, -117.78028317990011 34.0829717589134, -117.78024256833656 34.08300507784054, -117.7801982152381 34.083009425559254, -117.78016509391291 34.08299416850128, -117.78013948565001 34.08297481218782, -117.78013631902505 34.082934892487344, -117.78014233356807 34.08288613671567, -117.78017563775522 34.08283887604367, -117.78020749251243 34.0828001194385, -117.7802519823345 34.08277434763738, -117.78029961520345 34.08280125952689)))",68.0,w1208043391,1208043391,way,green,multipolygon,green,Greens and bunks,6,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78024539135117 34.083056272377235, -117.78020089419941 34.08306819896451, -117.78014854501743 34.083087897013776, -117.78011386101424 34.083137361343596, -117.78012608814889 34.08315063527209, -117.78016093188263 34.08313684816871, -117.78019990726607 34.08312491294835, -117.78023993082729 34.08312829149054, -117.7802776290546 34.083096914848596, -117.78027218535024 34.083072459458954, -117.78024539135117 34.083056272377235)))",69.0,w1208043392,1208043392,way,bunker,multipolygon,bunker,Greens and bunks,6,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77970825573875 34.083701613723804, -117.77968763231407 34.083600993823424, -117.77970090714007 34.08352216655025, -117.77973293102646 34.0834571957822, -117.77982929552384 34.083426812667724, -117.77990424322012 34.083450285477994, -117.7799386035972 34.0835453379608, -117.77997143377249 34.083644410205096, -117.77999948022224 34.08378168619228, -117.78005705245961 34.083881753606974, -117.78006936901122 34.083978845638356, -117.780052515587 34.08408470536672, -117.78003892429298 34.084217664145015, -117.78002893697301 34.084329993542056, -117.77995934815215 34.08451196330881, -117.77990116906193 34.08462920017786, -117.77990508010598 34.08471757972151, -117.779884836151 34.08485457856197, -117.77984622218426 34.08506942534824, -117.77978840910109 34.08522384603148, -117.7797384100048 34.085312595399756, -117.77963197100576 34.085500302270916, -117.77957497069576 34.08557213439927, -117.77953754051708 34.085648261869494, -117.77949984932104 34.085709756777746, -117.77947047322834 34.08575321175651, -117.77944950264325 34.085805379223004, -117.77944162301043 34.0858741899154, -117.7794329977493 34.08590066452342, -117.77941847812102 34.085945185084896, -117.77938659185918 34.08598971200156, -117.7793315257544 34.08600971760339, -117.77927892127347 34.0859966980571, -117.77924989207736 34.08596217348942, -117.77923471846003 34.08594413294239, -117.77924860188487 34.08587306515422, -117.77928882606585 34.085784729344596, -117.7793481421448 34.08572188371801, -117.77938328382794 34.085635770118, -117.77937200904955 34.08549022847663, -117.77937094306824 34.08539070238115, -117.77937020436775 34.08527918074951, -117.77940063046395 34.085165708362254, -117.77945832496565 34.08505229970089, -117.77954703359788 34.084902863498556, -117.77961330289537 34.08470689799084, -117.77973199873423 34.08449087487209, -117.7797008254153 34.08410448093555, -117.7797247592909 34.08394883579558, -117.77972946335767 34.08383142041431, -117.77970825573875 34.083701613723804), (-117.77943674973966 34.08575581296988, -117.77941740476834 34.08573739851671, -117.77937486190467 34.08573325668739, -117.77933412676566 34.08575965552161, -117.77928222512782 34.08582940593372, -117.77925455369014 34.08590497935192, -117.77925403677553 34.08594005830285, -117.77926735988297 34.08596799206036, -117.77931399261166 34.08599529404954, -117.77935320295529 34.0859939829613, -117.77938800566339 34.08597602546956, -117.77941719463739 34.085924762482975, -117.77943649578489 34.085861185240915, -117.779448699313 34.085787890807964, -117.77943674973966 34.08575581296988)))",6.0,r16389195,16389195,relation,fairway,multipolygon,fairway,Fairways,7,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77973549566943 34.08290634081709, -117.77971290032949 34.08289926193204, -117.77971405658027 34.082836350064426, -117.779734531809 34.08280893829672, -117.77979825967228 34.082799252769476, -117.77985450839738 34.0827821004831, -117.77985591783379 34.082869771535854, -117.77982338332059 34.0828925926982, -117.77975805199682 34.08290751644219, -117.77973549566943 34.08290634081709)))",70.0,w1208043393,1208043393,way,tee,multipolygon,tee,Greens and bunks,7,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77943674973966 34.08575581296988, -117.77941740476834 34.08573739851671, -117.77937486190467 34.08573325668739, -117.77933412676566 34.08575965552161, -117.77928222512782 34.08582940593372, -117.77925455369014 34.08590497935192, -117.77925403677553 34.08594005830285, -117.77926735988297 34.08596799206036, -117.77931399261166 34.08599529404954, -117.77935320295529 34.0859939829613, -117.77938800566339 34.08597602546956, -117.77941719463739 34.085924762482975, -117.77943649578489 34.085861185240915, -117.779448699313 34.085787890807964, -117.77943674973966 34.08575581296988)))",96.0,w1208043423,1208043423,way,green,multipolygon,green,Greens and bunks,7,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77927012488831 34.08576325131027, -117.77932071263646 34.08572845806759, -117.77933340013553 34.085674824147645, -117.77929276866126 34.08564462475529, -117.77925148233902 34.08568169252561, -117.77924029141316 34.08571493967854, -117.77919895751685 34.0857478846177, -117.77916555215236 34.08579529117445, -117.77921118366427 34.08581822423187, -117.77923933181383 34.085811709504256, -117.77927012488831 34.08576325131027)))",97.0,w1208043424,1208043424,way,bunker,multipolygon,bunker,Greens and bunks,7,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77947024021424 34.08587174949609, -117.77945713275643 34.085835178407095, -117.7794655027154 34.085803394861244, -117.77950765357866 34.08578743852311, -117.77956623806458 34.08579613955804, -117.77961485672138 34.085812251547694, -117.77959651526304 34.085905185884215, -117.77955105094529 34.08596778920531, -117.77951647180835 34.08596728592738, -117.7794903613098 34.08600324718243, -117.77944263479864 34.086027034366666, -117.77941924881637 34.08600566860355, -117.77944500220067 34.0859505304752, -117.77947024021424 34.08587174949609)))",103.0,w1208043430,1208043430,way,bunker,multipolygon,bunker,Greens and bunks,7,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78013756062882 34.08440980576793, -117.78015493039501 34.0843554192694, -117.78012175680954 34.084331265527965, -117.78007405059904 34.084360175171355, -117.78006233863218 34.08442351930945, -117.78005596126528 34.084449735128956, -117.78001228209781 34.08446230852661, -117.77999833554219 34.084505624269525, -117.78001660667803 34.08452893125549, -117.78001272204844 34.084569380355035, -117.78004781178973 34.0845805015086, -117.78007067509728 34.0845645591384, -117.78007462570403 34.08454075803115, -117.7801375476995 34.08451294378145, -117.78015756369308 34.084464231565306, -117.78013862115881 34.084425200418835, -117.78013756062882 34.08440980576793)))",104.0,w1208043431,1208043431,way,bunker,multipolygon,bunker,Greens and bunks,7,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.7801305646419 34.08416170267209, -117.78016037172505 34.084112717390695, -117.78017243921738 34.08406420846751, -117.78015516358316 34.08403594678917, -117.78012467905519 34.08404009691618, -117.78008050327377 34.08409287172395, -117.78008041768086 34.08414220774198, -117.78009908207468 34.08417016718407, -117.7801305646419 34.08416170267209)))",105.0,w1208043432,1208043432,way,bunker,multipolygon,bunker,Greens and bunks,7,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78314067279295 34.085409392837704, -117.78314945079532 34.08542723062554, -117.78315305871368 34.08551075273593, -117.78318328089597 34.08557781091736, -117.78320309938061 34.08563110526666, -117.78322704316905 34.08567331124959, -117.78325614218537 34.085702782884255, -117.78329918238865 34.08569351676854, -117.78333409021133 34.08567209029157, -117.78337979592848 34.08560635652992, -117.7833930908478 34.08556424352574, -117.78338016464264 34.085515255739324, -117.78334267603623 34.08547693793156, -117.78331220421845 34.08544812615756, -117.7832703246731 34.085407795974305, -117.78323239545466 34.08539171790264, -117.78323274866676 34.085355869259146, -117.7832194126479 34.08523483203099, -117.7831821126114 34.085159171292986, -117.78315154021216 34.085086322831046, -117.7831160531777 34.08502019272909, -117.78307728172472 34.08494059182185, -117.78302788497624 34.0848629512961, -117.78298863882587 34.084818703813895, -117.78292815051014 34.084794792024724, -117.78287055432516 34.08478917246286, -117.78277492880918 34.084783694261446, -117.78273907502702 34.08484810160813, -117.78279422019091 34.08491978850303, -117.78281179756836 34.08497217872923, -117.78283530875892 34.08508546961113, -117.78286944157522 34.08519439803189, -117.78291791479435 34.0852970016723, -117.7830429638839 34.0853672704079, -117.78314067279295 34.085409392837704), (-117.78323260800965 34.08540822410815, -117.78327810425309 34.085423374746256, -117.78330601712875 34.08546941300612, -117.78333309707591 34.085496169247676, -117.78336677087388 34.085522640653565, -117.78338070369264 34.085560174325934, -117.78335146792344 34.085615587679925, -117.78331763902372 34.08566199086455, -117.78328807740544 34.08568668966463, -117.78325380440093 34.08569037221288, -117.78323327018606 34.08566453433332, -117.78320883440875 34.0856109389717, -117.78319349857867 34.085573365812195, -117.78317072584031 34.08553741511835, -117.78315868044776 34.085476378092565, -117.78316414399879 34.08541748743448, -117.78323260800965 34.08540822410815)))",7.0,r16389196,16389196,relation,fairway,multipolygon,fairway,Fairways,8,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78314423282724 34.085524246205765, -117.78313885896796 34.085464722667254, -117.78310754884856 34.085451261373706, -117.78307341999391 34.08546754944541, -117.78306898830469 34.08551788760322, -117.78309153339751 34.08556015400583, -117.78313284652982 34.08562212879987, -117.7831599599164 34.085638073525274, -117.78319263570347 34.085629855682484, -117.78319375602261 34.08560017968402, -117.78316011501816 34.085565198934745, -117.78314423282724 34.085524246205765)))",60.0,w1208043381,1208043381,way,bunker,multipolygon,bunker,Greens and bunks,8,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78334740306803 34.08567441791833, -117.78336665960367 34.08564055531602, -117.78340026367596 34.08562138720899, -117.78344194901516 34.085657221584896, -117.78342798583823 34.08572789003394, -117.7833942048226 34.08574296196089, -117.78336262023095 34.08573241522821, -117.78334740306803 34.08567441791833)))",61.0,w1208043382,1208043382,way,bunker,multipolygon,bunker,Greens and bunks,8,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78323260800965 34.08540822410815, -117.78327810425309 34.085423374746256, -117.78330601712875 34.08546941300612, -117.78333309707591 34.085496169247676, -117.78336677087388 34.085522640653565, -117.78338070369264 34.085560174325934, -117.78335146792344 34.085615587679925, -117.78331763902372 34.08566199086455, -117.78328807740544 34.08568668966463, -117.78325380440093 34.08569037221288, -117.78323327018606 34.08566453433332, -117.78320883440875 34.0856109389717, -117.78319349857867 34.085573365812195, -117.78317072584031 34.08553741511835, -117.78315868044776 34.085476378092565, -117.78316414399879 34.08541748743448, -117.78323260800965 34.08540822410815)))",62.0,w1208043383,1208043383,way,green,multipolygon,green,Greens and bunks,8,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78256953706838 34.08493429865322, -117.78257598010444 34.084960645138494, -117.78259356652475 34.084980804945545, -117.78262222446011 34.084972260196295, -117.78264498486863 34.084959265820416, -117.78267821306426 34.08496383605194, -117.78271127036422 34.08497371860827, -117.7827425847993 34.084987279808644, -117.7827596807283 34.084975230775015, -117.78276200489104 34.08494330072227, -117.78274960628637 34.08491811233999, -117.78272392201099 34.08488659142631, -117.78270955721158 34.08487149730371, -117.78268161782454 34.08487350495206, -117.78266471997716 34.08487623675629, -117.78263403583884 34.08486104683679, -117.78259963618169 34.08488265154895, -117.78257927526911 34.084904850946245, -117.78256953706838 34.08493429865322)))",63.0,w1208043385,1208043385,way,bunker,multipolygon,bunker,Greens and bunks,8,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78264521783944 34.08414439655746, -117.78268831311803 34.08421750481254, -117.78275504577095 34.08432572566559, -117.78281241351614 34.08444886457825, -117.78285877230942 34.084578985108095, -117.78289242931352 34.08466531300668, -117.78290341736157 34.084701872858986, -117.78288317276696 34.08474298485709, -117.78284590751913 34.08474459461014, -117.78276058341602 34.08474587813136, -117.78265139775704 34.08473698195941, -117.78258617583072 34.084693856557095, -117.78251880489557 34.084584762436734, -117.78246440179625 34.08450013145668, -117.78238833876112 34.0844076279179, -117.78234615344758 34.08435790217686, -117.78230456842668 34.08428963325248, -117.78220528294085 34.08412296282228, -117.78215614965532 34.084035201496775, -117.78211394273461 34.08393863304518, -117.78204121417427 34.083851490595634, -117.7818962131964 34.08364605698978, -117.78183336243652 34.08351184438985, -117.78178715897944 34.08333897732949, -117.78166771905963 34.08315526082083, -117.78160034842114 34.08282836376199, -117.78157645739228 34.0826135947262, -117.78158827476129 34.0824191035187, -117.7816585872423 34.08220006497183, -117.78172048191855 34.08205726073854, -117.78177316708067 34.081979314387155, -117.78184355495233 34.081894097267266, -117.78190210487651 34.08187545306228, -117.78196666198056 34.08191940792909, -117.78197799076254 34.0819800755374, -117.78197547074777 34.08213723071398, -117.78197162540415 34.08229614472637, -117.78198487449197 34.082463829167125, -117.78198190564527 34.08261059403331, -117.78198719192757 34.082719066957225, -117.78196153624485 34.082864309499, -117.78193324740161 34.08304359739974, -117.7819749407837 34.0831746201149, -117.78210480189834 34.08340262814305, -117.78222963590665 34.083558285717146, -117.78229664429495 34.08361264448733, -117.78238279706831 34.08372322943043, -117.78248497403897 34.083910494260735, -117.78256007881348 34.08404337677594, -117.78264521783944 34.08414439655746)))",64.0,w1208043386,1208043386,way,fairway,multipolygon,fairway,Greens and bunks,8,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78148749782595 34.08300109497853, -117.7814960555223 34.0830300526344, -117.78151302244943 34.08307526251588, -117.78154326424372 34.083103383573444, -117.78157091403924 34.08308076922383, -117.78157447052337 34.08303797586663, -117.78156712723973 34.08300005745177, -117.78154306974574 34.08297607335324, -117.7815084391847 34.08296916146176, -117.78148749782595 34.08300109497853)))",91.0,w1208043418,1208043418,way,bunker,multipolygon,bunker,Greens and bunks,8,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78164575393936 34.08338362152999, -117.78163898942732 34.083419346750446, -117.78167388973343 34.08345567440705, -117.78170264003035 34.08345853629923, -117.78171882147288 34.083439219961136, -117.78171801032855 34.08340422236057, -117.78173322053466 34.08337864210198, -117.78174940003943 34.08336623228226, -117.78175050244991 34.08333845882926, -117.78173613591846 34.083314056108634, -117.78170495139432 34.083317405056775, -117.78168167935624 34.08331160400142, -117.78165309044323 34.083275404083565, -117.78162794304565 34.08326558021491, -117.78160329888071 34.08330448002383, -117.78162294776153 34.08335848235234, -117.78163876498263 34.083367808418856, -117.78164575393936 34.08338362152999)))",92.0,w1208043419,1208043419,way,bunker,multipolygon,bunker,Greens and bunks,8,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78178829031269 34.080885842934464, -117.78178646054548 34.08098251196752, -117.78177295700408 34.081086992082234, -117.78175805561872 34.08117301532742, -117.781773880854 34.081231186556806, -117.78182886610283 34.081269048838976, -117.78185201533509 34.08123261584504, -117.78185034037776 34.08113359587476, -117.78184627931174 34.08103958354714, -117.78186524235163 34.080952584103926, -117.78187165080473 34.080885444981746, -117.78183940893608 34.080864316756404, -117.78178829031269 34.080885842934464)))",93.0,w1208043420,1208043420,way,tee,multipolygon,tee,Greens and bunks,8,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.78180245904954 34.081382994648635, -117.78183089908555 34.081438919369035, -117.78187309711171 34.081458816770535, -117.78190084657962 34.08140607004523, -117.78186964000813 34.08134866333921, -117.78183854631924 34.0813378952144, -117.78180245904954 34.081382994648635)))",94.0,w1208043421,1208043421,way,tee,multipolygon,tee,Greens and bunks,8,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77705189829119 34.084161366973746, -117.77709491106083 34.08426369390888, -117.7771634506631 34.084296591521536, -117.77721253023104 34.08427708572722, -117.77724214549184 34.084228432707505, -117.77725551508 34.084161597880424, -117.77727702704698 34.08409227273869, -117.77724533380344 34.08397848856441, -117.7772600610684 34.083915309788964, -117.77728983601652 34.08384238282231, -117.77728630328443 34.08372486159102, -117.77726224067212 34.08361123060632, -117.77720394533526 34.083467749653906, -117.77712598272498 34.08332559849704, -117.77704761949845 34.08332312367857, -117.77700101279966 34.08337083275137, -117.77706293313676 34.08349707336234, -117.77712915376829 34.08364006471858, -117.77719317549972 34.08378259256813, -117.77718959840567 34.08384333748067, -117.77713008288849 34.0839565368765, -117.77706508302799 34.08401704991755, -117.77703962008995 34.08409210915272, -117.77705189829119 34.084161366973746), (-117.7772163159031 34.083986810911426, -117.77724563112506 34.08401720692697, -117.7772602325895 34.08407002782471, -117.77724890751078 34.08412340940009, -117.77723976414262 34.08419358175091, -117.77719473811186 34.0842739856473, -117.77715492739756 34.084268181594666, -117.77711394127839 34.08425662702699, -117.77708039520925 34.084173185842644, -117.77707388231039 34.084043330568775, -117.77711371576683 34.083990883016426, -117.77714644420153 34.08396784870372, -117.7772163159031 34.083986810911426)))",8.0,r16389197,16389197,relation,fairway,multipolygon,fairway,Fairways,9,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77705122788018 34.08366548234953, -117.77708268529452 34.083703083294765, -117.77711049333217 34.08376188051446, -117.7771353912607 34.08384127946378, -117.77712372969663 34.08391932065754, -117.77708998444169 34.08396748057625, -117.7770447095862 34.08400498787502, -117.77699466545577 34.08402965212056, -117.77694205488848 34.084062629813175, -117.77691087691707 34.084051059847766, -117.7768769041225 34.08398025780521, -117.77687310000076 34.08391457349464, -117.7769129707504 34.08386509892213, -117.77691513243606 34.08382237390471, -117.77689850656584 34.083802306507266, -117.77688593730446 34.08379833364074, -117.77685326736926 34.08378849111391, -117.77684260413633 34.08375948912324, -117.7768654958528 34.08372346677854, -117.77690569180535 34.083696699346845, -117.77697419547306 34.083667740280745, -117.77701492327687 34.08365762959346, -117.77705122788018 34.08366548234953)))",21.0,w1211363244,1211363244,way,water_hazard,multipolygon,water_hazard,Fairways,9,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77700797026324 34.08428264536573, -117.77702626062256 34.08432385583474, -117.77706122217886 34.08434906157976, -117.77708849263541 34.084396644477934, -117.77711598590597 34.08443678423471, -117.77714795095265 34.08441456676884, -117.77716273287754 34.084374515617824, -117.77713893072684 34.08432937829822, -117.7770955460689 34.08429930004267, -117.77705225866075 34.084257131686115, -117.77702112542542 34.0842571724054, -117.77700797026324 34.08428264536573)))",55.0,w1208043375,1208043375,way,bunker,multipolygon,bunker,Greens and bunks,9,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77726155598572 34.08418303587142, -117.77724897339411 34.084256298811496, -117.77722127426279 34.084327921560146, -117.7772345774163 34.08440970613145, -117.77730781401092 34.084415898159264, -117.77732200968059 34.084332329008504, -117.7773222020339 34.08426132039634, -117.77733043002559 34.084221142913165, -117.7773326344783 34.0841796820836, -117.77729017332886 34.084157261316705, -117.77727127192442 34.084160653500334, -117.77726155598572 34.08418303587142)))",56.0,w1208043376,1208043376,way,bunker,multipolygon,bunker,Greens and bunks,9,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.7772163159031 34.083986810911426, -117.77724563112506 34.08401720692697, -117.7772602325895 34.08407002782471, -117.77724890751078 34.08412340940009, -117.77723976414262 34.08419358175091, -117.77719473811186 34.0842739856473, -117.77715492739756 34.084268181594666, -117.77711394127839 34.08425662702699, -117.77708039520925 34.084173185842644, -117.77707388231039 34.084043330568775, -117.77711371576683 34.083990883016426, -117.77714644420153 34.08396784870372, -117.7772163159031 34.083986810911426)))",57.0,w1208043377,1208043377,way,green,multipolygon,green,Greens and bunks,9,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77707106484351 34.0825954448993, -117.77708697873676 34.082647778425866, -117.7771577565801 34.082654243477606, -117.7772234935816 34.08266322048348, -117.77727671375663 34.08268473938139, -117.7773123562385 34.082661796332644, -117.7772767424846 34.082617311722586, -117.7772420873074 34.082576844715106, -117.7771599405747 34.08252051857278, -117.77710027338412 34.08250203381239, -117.77706425395358 34.08251476961327, -117.77706966619145 34.08256438924326, -117.77707106484351 34.0825954448993)))",58.0,w1208043379,1208043379,way,tee,multipolygon,tee,Greens and bunks,9,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-117.77710498823544 34.08287897016004, -117.77712305800574 34.08293423663633, -117.77715374809404 34.08295196143479, -117.77719961715955 34.08295914257876, -117.7772331579911 34.08292364592231, -117.77723979976216 34.082892697951834, -117.77720809216447 34.08287108410789, -117.77718976494516 34.08285964894142, -117.77714263442871 34.08285165616853, -117.77710498823544 34.08287897016004)))",59.0,w1208043380,1208043380,way,tee,multipolygon,tee,Greens and bunks,9,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
