WKT,fid,full_id,osm_id,osm_type,golf,type,lie,layer,hole_ref,path
"MULTIPOLYGON (((14.220001149450145 394.5077370954539, 11.378046380867437 400.1444958425043, 12.48202044843393 406.9212687359743, 16.928165425629796 415.0765599897875, 19.096891712491004 421.9334325109446, 20.131544455944795 425.2204690311339, 23.251443592794562 437.67250854877943, 18.965936413530155 443.6652739840349, 12.857818814572571 443.2745999940232, 5.19078706990457 440.3662032526347, -0.2762400570675846 434.59478704552225, -1.6949256594214213 423.974270953305, 0.1984850309973404 415.3150662055998, 2.581063724904799 405.5999836995818, -5.045236559937997 382.7081244410613, -4.0094621777471415 370.783803598257, -3.850608397848827 357.0727620739615, -5.263679157253631 348.27666478324886, -5.481178348116452 341.9967678281989, 7.734039200767802 347.7229939310712, 15.983838490028843 355.08035475409656, 18.37752418148549 381.60513078738063, 19.470062135818992 391.7795272333399, 14.220001149450145 394.5077370954539), (7.358230060306339 405.82170227448046, 3.5954597466351714 409.83190956880776, 1.6717108186374119 417.4219661961945, -0.1326051382257563 425.597459270831, 1.4410329500651646 431.42013223194795, 4.606382242749461 436.777491664908, 9.209669100307757 439.95442560125525, 15.246138358692448 441.7335181752594, 19.33894600814973 440.30345479065204, 21.465645932530844 436.7896389828354, 19.77686579791084 429.4698541663331, 18.403110565355394 422.3974658484792, 15.686729202848845 414.2776606586324, 12.617086781888114 408.170370518975, 9.722334395354274 405.4403059293338, 7.358230060306339 405.82170227448046)))",3.0,r16389192,16389192,relation,fairway,multipolygon,fairway,Fairways,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((5.93800582805178 7.481381125345479, 4.7574831727043 -6.373438357333043, -5.018996918784253 -8.864073872510971, -5.317578520465439 -0.5925142915964443, -4.648639308380196 7.2958312481353005, 1.246063605761155 7.541394037363034, 5.93800582805178 7.481381125345479)))",71.0,w1208043394,1208043394,way,tee,multipolygon,tee,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((6.458254851335084 37.16906402591235, 4.983579135429435 25.97648794510519, 5.391047947430205 16.1472360682194, -5.769079888720967 14.094547586690851, -5.36777637922192 21.231440002285353, -4.25633049744469 30.348996794449477, -4.932382563554274 36.26914557429359, 1.7841793263879921 37.9875516058803, 6.458254851335084 37.16906402591235)))",72.0,w1208043395,1208043395,way,tee,multipolygon,tee,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((6.882325299668417 53.53089628093244, 5.427906299768847 41.393430851088624, -3.6321707774756273 38.41465253550837, -3.7636475205005357 51.31900046784381, 2.5386004720673174 53.33318107224727, 6.882325299668417 53.53089628093244)))",73.0,w1208043396,1208043396,way,tee,multipolygon,tee,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((3.0734275343326813 141.011280420081, 11.20691173680333 147.8608731589486, 12.053470891984636 170.67289102998416, 12.103759942276815 188.34018658146874, 14.038000745182126 213.13545924037612, 13.978869537753878 234.5801762020085, 14.194914655281316 256.7683098001555, 15.353142069303578 275.4739707939268, 14.802571391579162 292.08082133132734, 14.76591697095756 304.25237952434713, 14.457756227305083 316.4379277532146, 15.054005865858565 327.53000620041007, 17.05796177736667 338.8226254912513, 15.405568294717572 342.67325410709986, 10.335622557739038 342.6015853339493, 1.7547828372338858 340.2783297663916, -4.767467107899347 335.76111309167686, -11.28475546450872 323.4148511254682, -12.943235496191924 311.365279587568, -10.09327586313897 305.84957562676095, -8.322303282300318 294.4537691992366, -10.444192495839783 286.41310173814304, -12.78561941984387 275.99848948405565, -10.942885752533645 261.1407676030615, -10.864770348377265 250.2370806796955, -12.69304701274372 227.8072088525289, -9.434508532289714 208.29811830849962, -5.835920005494095 195.73202953158784, -4.249680227493187 183.22104509578708, -3.1496853783415775 167.8428452854098, -1.7509887262017916 156.06627910301881, 3.0734275343326813 141.011280420081)))",74.0,w1208043398,1208043398,way,fairway,multipolygon,fairway,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((19.289320160450256 401.77209927570516, 23.37816351374395 406.0804433422811, 25.64595911579138 411.017527204325, 25.032490231221814 414.344049512232, 26.219235391034317 419.9311269727707, 25.130243086531497 423.63485672185675, 22.08912006938893 423.8792844539478, 19.096891712491004 421.9334325109446, 19.116357560613075 416.032719839817, 19.440961601790253 412.3661276905125, 16.399047713905006 407.6547321022383, 15.472153078049416 404.0746705724189, 16.935786459494825 401.67248046091686, 19.289320160450256 401.77209927570516)))",75.0,w1208043400,1208043400,way,bunker,multipolygon,bunker,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-0.7577314798972067 411.4746861368724, -3.932766857353748 406.5812008947398, -8.53426555466776 406.2694524418987, -10.836764930356182 409.0473275754141, -9.615283668216886 418.2419922104384, -9.212123190314804 425.8952497214966, -10.247979644887788 431.7453122022937, -9.978267285198921 434.38974801126847, -8.764584465912282 436.41689669937364, -5.517323757024739 437.9775577619023, -3.483457376282785 436.53886733938293, -2.0649301127368087 429.48725537925725, -2.488679738384616 423.47576649733924, -2.7887303327938113 419.76218256632023, -1.2042024486114518 415.98388233907485, -0.5228679684338137 412.5850316425647, -0.7577314798972067 411.4746861368724)))",76.0,w1208043401,1208043401,way,bunker,multipolygon,bunker,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((7.358230060306339 405.82170227448046, 3.5954597466351714 409.83190956880776, 1.6717108186374119 417.4219661961945, -0.1326051382257563 425.597459270831, 1.4410329500651646 431.42013223194795, 4.606382242749461 436.777491664908, 9.209669100307757 439.95442560125525, 15.246138358692448 441.7335181752594, 19.33894600814973 440.30345479065204, 21.465645932530844 436.7896389828354, 19.77686579791084 429.4698541663331, 18.403110565355394 422.3974658484792, 15.686729202848845 414.2776606586324, 12.617086781888114 408.170370518975, 9.722334395354274 405.4403059293338, 7.358230060306339 405.82170227448046)))",77.0,w1208043402,1208043402,way,green,multipolygon,green,Greens and bunks,4,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
