roundid,holeid,hnum,shotid,stroke,startpos,holedis,shots_to_hole_out,holedis_yards
115164,2068448,6,6787310,3,4,1,1,0.3333333333333333
115164,2068449,7,6787313,3,4,35,3,11.666666666666666
115164,2068449,7,6787314,4,4,6,2,2.0
115164,2068449,7,6787315,5,4,1,1,0.3333333333333333
115164,2068450,8,6787319,4,4,8,2,2.6666666666666665
115164,2068450,8,6787320,5,4,1,1,0.3333333333333333
115164,2068451,9,6787324,4,4,15,2,5.0
115164,2068451,9,6787325,5,4,1,1,0.3333333333333333
115164,2068452,10,6787328,3,4,30,2,10.0
115164,2068452,10,6787329,4,4,1,1,0.3333333333333333
115164,2068453,11,6787333,4,4,20,2,6.666666666666667
115164,2068453,11,6787334,5,4,1,1,0.3333333333333333
115164,2068454,12,6787337,3,4,12,1,4.0
115164,2068455,13,6787340,3,4,10,2,3.3333333333333335
115164,2068455,13,6787341,4,4,1,1,0.3333333333333333
115164,2068456,14,6787344,3,4,6,1,2.0
115164,2068457,15,6787346,2,4,35,2,11.666666666666666
115164,2068457,15,6787347,3,4,3,1,1.0
115164,2068458,16,6787350,3,4,15,2,5.0
115164,2068458,16,6787351,4,4,1,1,0.3333333333333333
115164,2068459,17,6787355,4,4,8,2,2.6666666666666665
115164,2068459,17,6787356,5,4,1,1,0.3333333333333333
115164,2068460,18,6787360,4,4,20,2,6.666666666666667
115164,2068460,18,6787361,5,4,1,1,0.3333333333333333
115656,2077299,1,6819496,4,4,40,2,13.333333333333334
115656,2077299,1,6819497,5,4,1,1,0.3333333333333333
115656,2077300,2,6819500,3,4,6,2,2.0
115656,2077300,2,6819501,4,4,1,1,0.3333333333333333
115656,2077301,3,6819505,4,4,15,2,5.0
115656,2077301,3,6819506,5,4,1,1,0.3333333333333333
115656,2077302,4,6819511,5,4,7,1,2.3333333333333335
115656,2077303,5,6819513,2,4,28,2,9.333333333333334
115656,2077303,5,6819514,3,4,3,1,1.0
115656,2077304,6,6819517,3,4,13,2,4.333333333333333
115656,2077304,6,6819518,4,4,1,1,0.3333333333333333
115656,2077305,7,6819522,4,4,30,2,10.0
115656,2077305,7,6819523,5,4,1,1,0.3333333333333333
115656,2077306,8,6819526,3,4,10,2,3.3333333333333335
115656,2077306,8,6819527,4,4,1,1,0.3333333333333333
115656,2077307,9,6819530,3,4,6,1,2.0
115656,2077308,10,6819533,3,4,18,2,6.0
115656,2077308,10,6819534,4,4,1,1,0.3333333333333333
115656,2077309,11,6819538,4,4,7,2,2.3333333333333335
115656,2077309,11,6819539,5,4,2,1,0.6666666666666666
115656,2077310,12,6819542,3,4,6,1,2.0
115656,2077311,13,6819546,4,4,20,2,6.666666666666667
115656,2077311,13,6819547,5,4,5,1,1.6666666666666667
115656,2077312,14,6819549,2,4,8,2,2.6666666666666665
115656,2077312,14,6819550,3,4,1,1,0.3333333333333333
115656,2077313,15,6819554,4,4,1,1,0.3333333333333333
115656,2077314,16,6819558,4,4,1,1,0.3333333333333333
115656,2077315,17,6819561,3,4,1,1,0.3333333333333333
115656,2077316,18,6819565,4,4,6,1,2.0
115810,2080071,1,6830141,5,4,8,2,2.6666666666666665
115810,2080071,1,6830142,6,4,1,1,0.3333333333333333
115810,2080072,2,6830145,3,4,10,2,3.3333333333333335
115810,2080072,2,6830146,4,4,1,1,0.3333333333333333
115810,2080073,3,6830150,4,4,7,2,2.3333333333333335
115810,2080073,3,6830151,5,4,1,1,0.3333333333333333
115810,2080074,4,6830154,3,4,28,2,9.333333333333334
115810,2080074,4,6830155,4,4,3,1,1.0
115810,2080075,5,6830158,3,4,2,1,0.6666666666666666
115810,2080076,6,6830161,3,4,25,2,8.333333333333334
115810,2080076,6,6830162,4,4,3,1,1.0
115810,2080077,7,6830165,3,4,26,2,8.666666666666666
115810,2080077,7,6830166,4,4,1,1,0.3333333333333333
115810,2080078,8,6830170,4,4,4,1,1.3333333333333333
115810,2080079,9,6830173,3,4,18,2,6.0
115810,2080079,9,6830174,4,4,1,1,0.3333333333333333
115810,2080080,10,6830178,4,4,3,1,1.0
115810,2080081,11,6830182,4,4,4,2,1.3333333333333333
115810,2080081,11,6830183,5,4,1,1,0.3333333333333333
115810,2080082,12,6830186,3,4,3,1,1.0
115810,2080083,13,6830191,5,4,7,2,2.3333333333333335
115810,2080083,13,6830192,6,4,1,1,0.3333333333333333
115810,2080084,14,6830195,3,4,3,1,1.0
115810,2080085,15,6830198,3,4,10,2,3.3333333333333335
115810,2080085,15,6830199,4,4,1,1,0.3333333333333333
115810,2080086,16,6830202,3,4,28,2,9.333333333333334
115810,2080086,16,6830203,4,4,3,1,1.0
115810,2080087,17,6830205,2,4,23,2,7.666666666666667
115810,2080087,17,6830206,3,4,7,1,2.3333333333333335
115810,2080088,18,6830209,3,4,20,2,6.666666666666667
115810,2080088,18,6830210,4,4,1,1,0.3333333333333333
115815,2080161,1,6830524,3,4,35,2,11.666666666666666
115815,2080161,1,6830525,4,4,10,1,3.3333333333333335
115815,2080162,2,6830530,5,4,1,1,0.3333333333333333
115815,2080163,3,6830534,4,4,7,2,2.3333333333333335
115815,2080163,3,6830535,5,4,1,1,0.3333333333333333
115815,2080164,4,6830537,2,4,8,2,2.6666666666666665
115815,2080164,4,6830538,3,4,1,1,0.3333333333333333
115815,2080165,5,6830542,4,4,12,2,4.0
115815,2080165,5,6830543,5,4,1,1,0.3333333333333333
115815,2080166,6,6830546,3,4,15,2,5.0
115815,2080166,6,6830547,4,4,1,1,0.3333333333333333
115815,2080167,7,6830550,3,4,12,2,4.0
115815,2080167,7,6830551,4,4,1,1,0.3333333333333333
115815,2080168,8,6830554,3,4,18,2,6.0
115815,2080168,8,6830555,4,4,2,1,0.6666666666666666
115815,2080169,9,6830558,3,4,22,2,7.333333333333333
115815,2080169,9,6830559,4,4,1,1,0.3333333333333333
115815,2080171,11,6830567,2,4,20,3,6.666666666666667
115815,2080171,11,6830568,3,4,4,2,1.3333333333333333
115815,2080171,11,6830569,4,4,1,1,0.3333333333333333
115815,2080172,12,6830574,5,4,18,2,6.0
115815,2080172,12,6830575,6,4,1,1,0.3333333333333333
115815,2080173,13,6830579,4,4,13,1,4.333333333333333
115815,2080174,14,6830584,5,4,15,2,5.0
115815,2080174,14,6830585,6,4,1,1,0.3333333333333333
115815,2080175,15,6830588,3,4,6,2,2.0
115815,2080175,15,6830589,4,4,1,1,0.3333333333333333
115815,2080176,16,6830592,3,4,23,2,7.666666666666667
115815,2080176,16,6830593,4,4,4,1,1.3333333333333333
115815,2080177,17,6830596,3,4,3,1,1.0
115815,2080178,18,6830600,4,4,1,1,0.3333333333333333
115840,2080611,1,6832163,4,4,20,2,6.666666666666667
115840,2080611,1,6832164,5,4,1,1,0.3333333333333333
115840,2080612,2,6832167,3,4,20,2,6.666666666666667
115840,2080612,2,6832168,4,4,1,1,0.3333333333333333
115840,2080613,3,6832171,3,4,15,2,5.0
115840,2080613,3,6832172,4,4,1,1,0.3333333333333333
115840,2080614,4,6832175,3,4,1,1,0.3333333333333333
115840,2080615,5,6832179,4,4,15,2,5.0
115840,2080615,5,6832180,5,4,1,1,0.3333333333333333
115840,2080616,6,6832183,3,4,2,1,0.6666666666666666
115840,2080617,7,6832187,4,4,4,1,1.3333333333333333
115840,2080618,8,6832190,3,4,45,2,15.0
115840,2080618,8,6832191,4,4,8,1,2.6666666666666665
115840,2080619,9,6832193,2,4,50,2,16.666666666666668
115840,2080619,9,6832194,3,4,8,1,2.6666666666666665
115840,2080620,10,6832197,3,4,20,2,6.666666666666667
115840,2080620,10,6832198,4,4,1,1,0.3333333333333333
115840,2080621,11,6832201,3,4,25,2,8.333333333333334
115840,2080621,11,6832202,4,4,1,1,0.3333333333333333
115840,2080622,12,6832206,4,4,5,1,1.6666666666666667
115840,2080623,13,6832208,2,4,35,3,11.666666666666666
115840,2080623,13,6832209,3,4,6,2,2.0
115840,2080623,13,6832210,4,4,1,1,0.3333333333333333
115840,2080624,14,6832214,4,4,45,3,15.0
115840,2080624,14,6832215,5,4,10,2,3.3333333333333335
115840,2080624,14,6832216,6,4,1,1,0.3333333333333333
115840,2080625,15,6832219,3,4,25,3,8.333333333333334
115840,2080625,15,6832220,4,4,8,2,2.6666666666666665
115840,2080625,15,6832221,5,4,1,1,0.3333333333333333
115840,2080626,16,6832223,2,4,12,2,4.0
115840,2080626,16,6832224,3,4,1,1,0.3333333333333333
115840,2080627,17,6832228,4,4,6,1,2.0
115840,2080628,18,6832232,4,4,8,2,2.6666666666666665
115840,2080628,18,6832233,5,4,1,1,0.3333333333333333
117582,2111967,1,6940328,4,4,4,1,1.3333333333333333
117582,2111968,2,6940331,3,4,12,1,4.0
117582,2111969,3,6940334,3,4,8,2,2.6666666666666665
117582,2111969,3,6940335,4,4,1,1,0.3333333333333333
117582,2111970,4,6940340,5,4,40,3,13.333333333333334
117582,2111970,4,6940341,6,4,7,2,2.3333333333333335
117582,2111970,4,6940342,7,4,1,1,0.3333333333333333
117582,2111971,5,6940346,4,4,5,1,1.6666666666666667
117582,2111972,6,6940351,5,4,4,1,1.3333333333333333
117582,2111973,7,6940355,4,4,33,2,11.0
117582,2111973,7,6940356,5,4,1,1,0.3333333333333333
117582,2111974,8,6940359,3,4,9,2,3.0
117582,2111974,8,6940360,4,4,1,1,0.3333333333333333
117582,2111975,9,6940365,5,4,18,1,6.0
117582,2111976,10,6940370,4,4,6,2,2.0
117582,2111976,10,6940371,5,4,1,1,0.3333333333333333
117582,2111977,11,6940373,2,4,35,2,11.666666666666666
117582,2111977,11,6940374,3,4,1,1,0.3333333333333333
117582,2111978,12,6940377,3,4,8,2,2.6666666666666665
117582,2111978,12,6940378,4,4,1,1,0.3333333333333333
117582,2111979,13,6940381,3,4,24,2,8.0
117582,2111979,13,6940382,4,4,1,1,0.3333333333333333
117582,2111980,14,6940386,4,4,14,2,4.666666666666667
117582,2111980,14,6940387,5,4,1,1,0.3333333333333333
117582,2111981,15,6940390,3,4,4,1,1.3333333333333333
117582,2111982,16,6940394,4,4,25,2,8.333333333333334
117582,2111982,16,6940395,5,4,1,1,0.3333333333333333
117582,2111983,17,6940399,4,4,7,2,2.3333333333333335
117582,2111983,17,6940400,5,4,1,1,0.3333333333333333
117582,2111984,18,6940403,3,4,90,3,30.0
117582,2111984,18,6940404,4,4,4,2,1.3333333333333333
117582,2111984,18,6940405,5,4,1,1,0.3333333333333333
117583,2111986,2,6940414,4,4,6,1,2.0
117583,2111987,3,6940417,3,4,2,1,0.6666666666666666
117583,2111988,4,6940421,4,4,18,2,6.0
117583,2111988,4,6940422,5,4,1,1,0.3333333333333333
117583,2111989,5,6940426,4,4,6,1,2.0
117583,2111990,6,6940429,3,4,33,1,11.0
117583,2111991,7,6940433,4,4,7,1,2.3333333333333335
117583,2111992,8,6940437,4,4,2,1,0.6666666666666666
117583,2111993,9,6940443,6,4,1,1,0.3333333333333333
117583,2111994,10,6940447,4,4,3,1,1.0
117583,2111995,11,6940450,3,4,5,1,1.6666666666666667
117583,2111997,13,6940456,3,4,7,2,2.3333333333333335
117583,2111997,13,6940457,4,4,1,1,0.3333333333333333
117583,2111998,14,6940460,3,4,33,2,11.0
117583,2111998,14,6940461,4,4,2,1,0.6666666666666666
117583,2111999,15,6940464,3,4,25,1,8.333333333333334
117583,2112000,16,6940468,4,4,10,2,3.3333333333333335
117583,2112000,16,6940469,5,4,1,1,0.3333333333333333
117583,2112001,17,6940471,2,4,45,2,15.0
117583,2112001,17,6940472,3,4,3,1,1.0
117583,2112002,18,6940476,4,4,2,1,0.6666666666666666
117586,2112039,1,6940628,4,4,32,2,10.666666666666666
117586,2112039,1,6940629,5,4,2,1,0.6666666666666666
117586,2112040,2,6940633,4,4,12,2,4.0
117586,2112040,2,6940634,5,4,2,1,0.6666666666666666
117586,2112041,3,6940638,4,4,25,2,8.333333333333334
117586,2112041,3,6940639,5,4,1,1,0.3333333333333333
117586,2112042,4,6940641,2,4,33,2,11.0
117586,2112042,4,6940642,3,4,1,1,0.3333333333333333
117586,2112043,5,6940645,3,4,4,2,1.3333333333333333
117586,2112043,5,6940646,4,4,1,1,0.3333333333333333
117586,2112044,6,6940649,3,4,33,2,11.0
117586,2112044,6,6940650,4,4,3,1,1.0
117586,2112045,7,6940654,4,4,14,2,4.666666666666667
117586,2112045,7,6940655,5,4,1,1,0.3333333333333333
117586,2112047,9,6940662,3,4,33,2,11.0
117586,2112047,9,6940663,4,4,2,1,0.6666666666666666
117763,2115225,1,6951478,4,4,6,1,2.0
117763,2115226,2,6951480,2,4,1,1,0.3333333333333333
117763,2115227,3,6951484,4,4,20,1,6.666666666666667
117763,2115228,4,6951489,5,4,20,2,6.666666666666667
117763,2115228,4,6951490,6,4,1,1,0.3333333333333333
117763,2115234,10,6951494,4,4,6,1,2.0
117763,2115235,11,6951497,3,4,40,3,13.333333333333334
117763,2115235,11,6951498,4,4,12,2,4.0
117763,2115235,11,6951499,5,4,1,1,0.3333333333333333
117763,2115236,12,6951503,4,4,12,1,4.0
117763,2115237,13,6951507,4,4,6,2,2.0
117763,2115237,13,6951508,5,4,1,1,0.3333333333333333
117763,2115238,14,6951510,2,4,8,2,2.6666666666666665
117763,2115238,14,6951511,3,4,1,1,0.3333333333333333
117763,2115239,15,6951515,4,4,12,1,4.0
117763,2115240,16,6951520,5,4,18,2,6.0
117763,2115240,16,6951521,6,4,2,1,0.6666666666666666
117763,2115241,17,6951523,2,4,10,1,3.3333333333333335
117763,2115242,18,6951529,6,4,7,2,2.3333333333333335
117763,2115242,18,6951530,7,4,1,1,0.3333333333333333
117849,2116773,1,6956269,3,4,15,2,5.0
117849,2116773,1,6956270,4,4,1,1,0.3333333333333333
117849,2116774,2,6956273,3,4,1,1,0.3333333333333333
117849,2116775,3,6956278,5,4,1,1,0.3333333333333333
117849,2116776,4,6956282,4,4,6,2,2.0
117849,2116776,4,6956283,5,4,1,1,0.3333333333333333
117849,2116777,5,6956286,3,4,17,2,5.666666666666667
117849,2116777,5,6956287,4,4,2,1,0.6666666666666666
117849,2116778,6,6956289,2,4,25,2,8.333333333333334
117849,2116778,6,6956290,3,4,3,1,1.0
117849,2116779,7,6956293,3,4,8,2,2.6666666666666665
117849,2116779,7,6956294,4,4,1,1,0.3333333333333333
117849,2116780,8,6956298,4,4,5,2,1.6666666666666667
117849,2116780,8,6956299,5,4,1,1,0.3333333333333333
117849,2116781,9,6956302,3,4,8,2,2.6666666666666665
117849,2116781,9,6956303,4,4,1,1,0.3333333333333333
117849,2116782,10,6956306,3,4,17,2,5.666666666666667
117849,2116782,10,6956307,4,4,1,1,0.3333333333333333
117849,2116783,11,6956310,3,4,3,1,1.0
117849,2116784,12,6956314,4,4,6,2,2.0
117849,2116784,12,6956315,5,4,1,1,0.3333333333333333
117849,2116785,13,6956318,3,4,25,2,8.333333333333334
117849,2116785,13,6956319,4,4,3,1,1.0
117849,2116786,14,6956323,4,4,10,2,3.3333333333333335
117849,2116786,14,6956324,5,4,1,1,0.3333333333333333
117849,2116787,15,6956327,3,4,15,2,5.0
117849,2116787,15,6956328,4,4,3,1,1.0
117849,2116788,16,6956331,3,4,20,2,6.666666666666667
117849,2116788,16,6956332,4,4,2,1,0.6666666666666666
117849,2116789,17,6956334,2,4,10,2,3.3333333333333335
117849,2116789,17,6956335,3,4,2,1,0.6666666666666666
117849,2116790,18,6956338,3,4,17,2,5.666666666666667
117849,2116790,18,6956339,4,4,2,1,0.6666666666666666
117850,2116791,1,6956343,4,4,20,2,6.666666666666667
117850,2116791,1,6956344,5,4,2,1,0.6666666666666666
117850,2116792,2,6956347,3,4,17,2,5.666666666666667
117850,2116792,2,6956348,4,4,2,1,0.6666666666666666
117850,2116793,3,6956351,3,4,12,2,4.0
117850,2116793,3,6956352,4,4,2,1,0.6666666666666666
117850,2116794,4,6956354,2,4,20,2,6.666666666666667
117850,2116794,4,6956355,3,4,1,1,0.3333333333333333
117850,2116795,5,6956358,3,4,9,2,3.0
117850,2116795,5,6956359,4,4,1,1,0.3333333333333333
117850,2116796,6,6956363,4,4,15,2,5.0
117850,2116796,6,6956364,5,4,1,1,0.3333333333333333
117850,2116797,7,6956367,3,4,10,2,3.3333333333333335
117850,2116797,7,6956368,4,4,1,1,0.3333333333333333
117850,2116798,8,6956370,2,4,30,2,10.0
117850,2116798,8,6956371,3,4,3,1,1.0
117850,2116799,9,6956374,3,4,24,2,8.0
117850,2116799,9,6956375,4,4,1,1,0.3333333333333333
117850,2116800,10,6956377,2,4,20,2,6.666666666666667
117850,2116800,10,6956378,3,4,1,1,0.3333333333333333
117850,2116801,11,6956382,4,4,1,1,0.3333333333333333
117850,2116802,12,6956385,3,4,15,2,5.0
117850,2116802,12,6956386,4,4,1,1,0.3333333333333333
117850,2116803,13,6956390,4,4,12,2,4.0
117850,2116803,13,6956391,5,4,1,1,0.3333333333333333
117850,2116804,14,6956394,3,4,17,2,5.666666666666667
117850,2116804,14,6956395,4,4,2,1,0.6666666666666666
117850,2116805,15,6956399,4,4,8,2,2.6666666666666665
117850,2116805,15,6956400,5,4,1,1,0.3333333333333333
117850,2116806,16,6956404,4,4,6,1,2.0
117850,2116807,17,6956406,2,4,11,1,3.6666666666666665
117850,2116808,18,6956409,3,4,10,2,3.3333333333333335
117850,2116808,18,6956410,4,4,1,1,0.3333333333333333
117851,2116809,1,6956413,3,4,30,2,10.0
117851,2116809,1,6956414,4,4,5,1,1.6666666666666667
117851,2116810,2,6956418,4,4,10,2,3.3333333333333335
117851,2116810,2,6956419,5,4,1,1,0.3333333333333333
117851,2116811,3,6956422,3,4,15,2,5.0
117851,2116811,3,6956423,4,4,1,1,0.3333333333333333
117851,2116812,4,6956425,2,4,18,2,6.0
117851,2116812,4,6956426,3,4,1,1,0.3333333333333333
117851,2116813,5,6956429,3,4,10,2,3.3333333333333335
117851,2116813,5,6956430,4,4,1,1,0.3333333333333333
117851,2116814,6,6956434,4,4,21,2,7.0
117851,2116814,6,6956435,5,4,1,1,0.3333333333333333
117851,2116815,7,6956439,4,4,8,2,2.6666666666666665
117851,2116815,7,6956440,5,4,1,1,0.3333333333333333
117851,2116816,8,6956443,3,4,1,1,0.3333333333333333
117851,2116817,9,6956447,4,4,12,2,4.0
117851,2116817,9,6956448,5,4,1,1,0.3333333333333333
117851,2116818,10,6956450,2,4,15,2,5.0
117851,2116818,10,6956451,3,4,1,1,0.3333333333333333
117851,2116819,11,6956454,3,4,18,2,6.0
117851,2116819,11,6956455,4,4,1,1,0.3333333333333333
117851,2116820,12,6956458,3,4,8,2,2.6666666666666665
117851,2116820,12,6956459,4,4,1,1,0.3333333333333333
117851,2116821,13,6956463,4,4,7,2,2.3333333333333335
117851,2116821,13,6956464,5,4,1,1,0.3333333333333333
117851,2116822,14,6956467,3,4,9,1,3.0
117851,2116823,15,6956470,3,4,24,2,8.0
117851,2116823,15,6956471,4,4,1,1,0.3333333333333333
117851,2116824,16,6956474,3,4,19,1,6.333333333333333
117851,2116825,17,6956476,2,4,9,2,3.0
117851,2116825,17,6956477,3,4,1,1,0.3333333333333333
117851,2116826,18,6956480,3,4,16,2,5.333333333333333
117851,2116826,18,6956481,4,4,1,1,0.3333333333333333
119611,2148489,1,7063362,4,4,3,1,1.0
119611,2148490,2,7063365,3,4,8,1,2.6666666666666665
119611,2148491,3,7063370,5,4,9,2,3.0
119611,2148491,3,7063371,6,4,1,1,0.3333333333333333
119611,2148492,4,7063374,3,4,10,2,3.3333333333333335
119611,2148492,4,7063375,4,4,2,1,0.6666666666666666
119611,2148493,5,7063381,6,4,7,2,2.3333333333333335
119611,2148493,5,7063382,7,4,1,1,0.3333333333333333
119611,2148494,6,7063386,4,4,2,1,0.6666666666666666
119611,2148495,7,7063392,6,4,4,1,1.3333333333333333
119611,2148496,8,7063394,2,4,35,2,11.666666666666666
119611,2148496,8,7063395,3,4,5,1,1.6666666666666667
119611,2148497,9,7063401,6,4,8,2,2.6666666666666665
119611,2148497,9,7063402,7,4,1,1,0.3333333333333333
119611,2148498,10,7063406,4,4,15,1,5.0
119611,2148499,11,7063409,3,4,45,2,15.0
119611,2148499,11,7063410,4,4,2,1,0.6666666666666666
119611,2148500,12,7063414,4,4,1,1,0.3333333333333333
119611,2148501,13,7063417,3,4,15,3,5.0
119611,2148501,13,7063418,4,4,8,2,2.6666666666666665
119611,2148501,13,7063419,5,4,1,1,0.3333333333333333
119611,2148502,14,7063423,4,4,15,2,5.0
119611,2148502,14,7063424,5,4,2,1,0.6666666666666666
119611,2148503,15,7063427,3,4,25,2,8.333333333333334
119611,2148503,15,7063428,4,4,2,1,0.6666666666666666
119611,2148504,16,7063430,2,4,8,2,2.6666666666666665
119611,2148504,16,7063431,3,4,1,1,0.3333333333333333
119611,2148505,17,7063436,5,4,35,2,11.666666666666666
119611,2148505,17,7063437,6,4,2,1,0.6666666666666666
119611,2148506,18,7063440,3,4,50,3,16.666666666666668
119611,2148506,18,7063441,4,4,30,2,10.0
119611,2148506,18,7063442,5,4,2,1,0.6666666666666666
119888,2153475,1,7079377,3,4,42,2,14.0
119888,2153475,1,7079378,4,4,2,1,0.6666666666666666
119888,2153476,2,7079382,4,4,3,1,1.0
119888,2153477,3,7079385,3,4,20,2,6.666666666666667
119888,2153477,3,7079386,4,4,2,1,0.6666666666666666
119888,2153479,5,7079391,3,4,8,2,2.6666666666666665
119888,2153479,5,7079392,4,4,1,1,0.3333333333333333
119888,2153480,6,7079396,4,4,7,1,2.3333333333333335
119888,2153481,7,7079400,4,4,9,2,3.0
119888,2153481,7,7079401,5,4,1,1,0.3333333333333333
119888,2153484,10,7079405,4,4,20,2,6.666666666666667
119888,2153484,10,7079406,5,4,1,1,0.3333333333333333
119888,2153485,11,7079410,4,4,9,1,3.0
119888,2153487,13,7079419,4,4,1,1,0.3333333333333333
119888,2153488,14,7079423,4,4,3,1,1.0
119888,2153489,15,7079426,3,4,5,1,1.6666666666666667
119888,2153490,16,7079429,3,4,10,2,3.3333333333333335
119888,2153490,16,7079430,4,4,2,1,0.6666666666666666
119888,2153491,17,7079432,2,4,40,1,13.333333333333334
119888,2153492,18,7079436,4,4,4,1,1.3333333333333333
120159,2158353,1,7095743,4,4,15,2,5.0
120159,2158353,1,7095744,5,4,2,1,0.6666666666666666
120159,2158354,2,7095747,3,4,6,2,2.0
120159,2158354,2,7095748,4,4,1,1,0.3333333333333333
120159,2158355,3,7095752,4,4,12,1,4.0
120159,2158356,4,7095757,5,4,15,2,5.0
120159,2158356,4,7095758,6,4,1,1,0.3333333333333333
120159,2158357,5,7095764,6,4,8,2,2.6666666666666665
120159,2158357,5,7095765,7,4,1,1,0.3333333333333333
120159,2158358,6,7095768,3,4,50,3,16.666666666666668
120159,2158358,6,7095769,4,4,3,2,1.0
120159,2158358,6,7095770,5,4,1,1,0.3333333333333333
120159,2158359,7,7095774,4,4,4,2,1.3333333333333333
120159,2158359,7,7095775,5,4,1,1,0.3333333333333333
120159,2158360,8,7095779,4,4,30,2,10.0
120159,2158360,8,7095780,5,4,2,1,0.6666666666666666
120159,2158361,9,7095784,4,4,6,1,2.0
120159,2158362,10,7095789,5,4,35,2,11.666666666666666
120159,2158362,10,7095790,6,4,2,1,0.6666666666666666
120159,2158363,11,7095794,4,4,5,1,1.6666666666666667
120159,2158364,12,7095797,3,4,7,2,2.3333333333333335
120159,2158364,12,7095798,4,4,1,1,0.3333333333333333
120159,2158365,13,7095803,5,4,8,1,2.6666666666666665
120159,2158366,14,7095806,3,4,9,2,3.0
120159,2158366,14,7095807,4,4,1,1,0.3333333333333333
120159,2158367,15,7095810,3,4,15,2,5.0
120159,2158367,15,7095811,4,4,2,1,0.6666666666666666
120159,2158368,16,7095814,3,4,6,2,2.0
120159,2158368,16,7095815,4,4,1,1,0.3333333333333333
120159,2158369,17,7095819,4,4,18,3,6.0
120159,2158369,17,7095820,5,4,9,2,3.0
120159,2158369,17,7095821,6,4,2,1,0.6666666666666666
120159,2158370,18,7095824,3,4,30,2,10.0
120159,2158370,18,7095825,4,4,2,1,0.6666666666666666
120306,2160999,1,7105050,6,4,1,1,0.3333333333333333
120306,2161000,2,7105052,2,4,8,1,2.6666666666666665
120306,2161001,3,7105055,3,4,25,2,8.333333333333334
120306,2161001,3,7105056,4,4,2,1,0.6666666666666666
120306,2161002,4,7105060,4,4,12,2,4.0
120306,2161002,4,7105061,5,4,1,1,0.3333333333333333
120306,2161003,5,7105064,3,4,35,2,11.666666666666666
120306,2161003,5,7105065,4,4,4,1,1.3333333333333333
120306,2161004,6,7105068,3,4,15,2,5.0
120306,2161004,6,7105069,4,4,2,1,0.6666666666666666
120306,2161005,7,7105071,2,4,33,2,11.0
120306,2161005,7,7105072,3,4,1,1,0.3333333333333333
120306,2161006,8,7105075,3,4,19,2,6.333333333333333
120306,2161006,8,7105076,4,4,1,1,0.3333333333333333
120306,2161009,11,7105090,4,4,6,2,2.0
120306,2161009,11,7105091,5,4,1,1,0.3333333333333333
120306,2161010,12,7105094,3,4,15,2,5.0
120306,2161010,12,7105095,4,4,1,1,0.3333333333333333
120306,2161011,13,7105100,5,4,5,2,1.6666666666666667
120306,2161011,13,7105101,6,4,1,1,0.3333333333333333
120306,2161012,14,7105104,3,4,81,3,27.0
120306,2161012,14,7105105,4,4,15,2,5.0
120306,2161012,14,7105106,5,4,1,1,0.3333333333333333
120306,2161013,15,7105109,3,4,11,2,3.6666666666666665
120306,2161013,15,7105110,4,4,1,1,0.3333333333333333
120306,2161014,16,7105113,3,4,15,2,5.0
120306,2161014,16,7105114,4,4,1,1,0.3333333333333333
120306,2161016,18,7105120,3,4,9,1,3.0
120307,2161027,11,7105123,3,4,21,2,7.0
120307,2161027,11,7105124,4,4,2,1,0.6666666666666666
120307,2161028,12,7105127,3,4,15,2,5.0
120307,2161028,12,7105128,4,4,1,1,0.3333333333333333
120307,2161029,13,7105130,2,4,62,3,20.666666666666668
120307,2161029,13,7105131,3,4,7,2,2.3333333333333335
120307,2161029,13,7105132,4,4,1,1,0.3333333333333333
120307,2161030,14,7105135,3,4,15,2,5.0
120307,2161030,14,7105136,4,4,1,1,0.3333333333333333
120454,2163663,1,7114682,3,4,20,2,6.666666666666667
120454,2163663,1,7114683,4,4,2,1,0.6666666666666666
120454,2163664,2,7114687,4,4,9,1,3.0
120454,2163665,3,7114691,4,4,18,1,6.0
120454,2163666,4,7114693,2,4,18,2,6.0
120454,2163666,4,7114694,3,4,2,1,0.6666666666666666
120454,2163667,5,7114698,4,4,28,2,9.333333333333334
120454,2163667,5,7114699,5,4,2,1,0.6666666666666666
120454,2163668,6,7114702,3,4,22,3,7.333333333333333
120454,2163668,6,7114703,4,4,5,2,1.6666666666666667
120454,2163668,6,7114704,5,4,1,1,0.3333333333333333
120454,2163669,7,7114708,4,4,1,1,0.3333333333333333
120454,2163670,8,7114712,4,4,7,2,2.3333333333333335
120454,2163670,8,7114713,5,4,1,1,0.3333333333333333
120454,2163671,9,7114716,3,4,1,1,0.3333333333333333
120454,2163672,10,7114719,3,4,16,2,5.333333333333333
120454,2163672,10,7114720,4,4,1,1,0.3333333333333333
120454,2163673,11,7114723,3,4,20,2,6.666666666666667
120454,2163673,11,7114724,4,4,1,1,0.3333333333333333
120454,2163674,12,7114729,5,4,2,1,0.6666666666666666
120454,2163675,13,7114732,3,4,15,2,5.0
120454,2163675,13,7114733,4,4,1,1,0.3333333333333333
120454,2163676,14,7114735,2,4,17,2,5.666666666666667
120454,2163676,14,7114736,3,4,1,1,0.3333333333333333
120454,2163677,15,7114739,3,4,20,1,6.666666666666667
120454,2163678,16,7114745,6,4,1,1,0.3333333333333333
120454,2163679,17,7114749,4,4,35,2,11.666666666666666
120454,2163679,17,7114750,5,4,1,1,0.3333333333333333
120454,2163680,18,7114756,6,4,12,2,4.0
