WKT,fid,full_id,osm_id,osm_type,golf,type,lie,layer,hole_ref,path
"MULTIPOLYGON (((6.054812845042596 137.10475464871934, 5.630332886794409 145.3643776605486, 3.848008331792787 151.9141928100862, 3.272524920627345 158.14858460847063, 5.735215367349278 164.9839305036744, 6.794968667449153 171.7557264254947, 9.754299424474045 179.33599006834356, 10.918329622935834 188.75276772456573, 8.658575994820469 198.77788162717025, 2.746960043490452 201.19919709902433, -1.1749560402919454 201.39607356117722, -6.500360832283871 197.96872215864823, -9.685910652855505 193.958713803745, -9.93946496174846 186.03742321474328, -8.620122203755438 177.68722367989994, -7.42193995582566 168.41897651263935, -4.249951048079111 160.39663893550141, -2.891700950901727 156.53081649457818, -5.08837062771286 148.8542490595023, -6.078512623412263 142.16030355875318, -4.8728372932949355 134.98313347726707, -1.7943141679765833 134.09745635031186, 2.7564439456398495 134.65122490329122, 6.054812845042596 137.10475464871934), (2.7340600712584613 161.1029394977163, 4.308419737891139 164.35854854530135, 5.014178076964378 168.05694824132843, 6.641453513645015 172.33851464309737, 10.357072062850587 186.73193665404824, 9.270137581038387 193.15758877608687, 5.512639803264078 198.27573418576094, 0.6580400270308183 199.32098241853282, -3.9637586459151857 198.76321234700526, -6.964913942006002 194.88222134277294, -8.67127458036196 184.9448984419314, -6.751582847700331 174.54473704123302, -4.44524472138479 162.5399072811274, -2.322699537877663 159.6042884211056, 0.1742429984821279 159.02971020138466, 2.7340600712584613 161.1029394977163)))",16.0,r16389487,16389487,relation,fairway,multipolygon,fairway,Fairways,17,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-6.6265567471118025 -4.1957860384286505, -7.023341977724941 12.118545050823286, -6.939513493611973 17.614674877859215, 1.70755044662251 18.61752666635539, 6.04730575603068 16.229742129314673, 7.043624959943976 1.2403669174909737, 6.858282046248707 -10.547200297855852, 5.085373365966631 -19.60971515606616, -1.905186446864589 -18.524885799074582, -6.530391186447907 -14.719293090256542, -6.6265567471118025 -4.1957860384286505)))",37.0,w1208043352,1208043352,way,tee,multipolygon,tee,Greens and bunks,17,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((2.7340600712584613 161.1029394977163, 4.308419737891139 164.35854854530135, 5.014178076964378 168.05694824132843, 6.641453513645015 172.33851464309737, 10.357072062850587 186.73193665404824, 9.270137581038387 193.15758877608687, 5.512639803264078 198.27573418576094, 0.6580400270308183 199.32098241853282, -3.9637586459151857 198.76321234700526, -6.964913942006002 194.88222134277294, -8.67127458036196 184.9448984419314, -6.751582847700331 174.54473704123302, -4.44524472138479 162.5399072811274, -2.322699537877663 159.6042884211056, 0.1742429984821279 159.02971020138466, 2.7340600712584613 161.1029394977163)))",38.0,w1208043353,1208043353,way,green,multipolygon,green,Greens and bunks,17,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-4.721775816393108 158.19860076783243, -8.823059022362004 160.82676388209165, -9.71832732253079 166.49297070832063, -10.066379838295523 173.8800614471279, -14.014273277265183 176.44465446039248, -16.356430139372772 173.12344676856583, -14.527299661146024 167.57345549205638, -16.572556382666136 164.1228318286312, -16.184560099894373 160.82474017099003, -12.744883068444905 156.74605532650958, -8.125600098335601 152.1355019676639, -5.7709727732603495 154.4705403920375, -4.721775816393108 158.19860076783243)))",39.0,w1208043355,1208043355,way,bunker,multipolygon,bunker,Greens and bunks,17,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((16.961244921288323 172.5398371501069, 17.24526909848419 178.9722207474506, 19.48125161490363 185.55753497323167, 13.819006918696287 185.94694332600739, 11.303496741575712 181.5843979203055, 10.276963108099382 175.57439875773525, 7.985331698578683 167.591606874837, 6.466917712504377 162.55624674746286, 8.568713692355624 157.87266185556064, 13.04543068042912 157.21016136884828, 15.272256762818714 164.69586710119756, 16.961244921288323 172.5398371501069)))",40.0,w1208043356,1208043356,way,bunker,multipolygon,bunker,Greens and bunks,17,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((5.565346152707274 36.51770955636266, 2.106474557906659 38.25536134810591, -3.787534816623811 39.85240998897552, -4.124019240500218 32.45598908851207, -4.788567292638915 21.757247916559663, 5.911743987997405 18.44858513330564, 6.416524980295432 28.34401570343516, 7.164567380893297 36.18140567505634, 5.565346152707274 36.51770955636266)))",112.0,w1208043441,1208043441,way,tee,multipolygon,tee,Greens and bunks,17,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
"MULTIPOLYGON (((-31.863274088546383 34.93040339375739, -34.30165920329105 42.392311809473995, -40.358198106441804 46.83250550760704, -47.23782361445063 46.37278511175964, -52.75967121962902 40.106138772498525, -53.586748800388 32.25054265953531, -50.11644717096294 22.145756751672252, -43.64640282510883 17.874994205442363, -36.540712983225944 19.30165339197174, -30.71323097769225 28.23493910312891, -31.863274088546383 34.93040339375739)))",113.0,w1208043442,1208043442,way,tee,multipolygon,tee,Greens and bunks,17,"/Users/federicadomecq/Desktop/fair, green and bunk.gpkg|layername=fair, green and bunks"
